strata_id	layer1	layer2	layer3	layer4	layer5	layer6	acres	ageclass	modeled_strata	
CNSRNN	C	N	S	R	N	N	601.0	not found	Yes	
CNSRPL	C	N	S	R	P	L	108.0	8	Yes	
CNSRPM	C	N	S	R	P	M	407.0	8	Yes	
CNSRPP	C	N	S	R	P	P	193.0	not found	Yes	
CNSRPS	C	N	S	R	P	S	62.0	2	Yes	
CNSRWL	C	N	S	R	W	L	1161.0	8	Yes	
CNSRWM	C	N	S	R	W	M	955.0	8	Yes	
CNSRWP	C	N	S	R	W	P	375.0	4	Yes	
CRNCAL	C	R	N	C	A	L	1825.0	9	Yes	
CRNCAM	C	R	N	C	A	M	2819.0	8	Yes	
CRNCAP	C	R	N	C	A	P	1198.0	4	Yes	
CRNCAS	C	R	N	C	A	S	189.0	1	Yes	
CRNCCL	C	R	N	C	C	L	74.0	8	Yes	
CRNCIL	C	R	N	C	I	L	2085.0	8	Yes	
CRNCIM	C	R	N	C	I	M	1970.0	8	Yes	
CRNCIP	C	R	N	C	I	P	756.0	4	Yes	
CRNCIS	C	R	N	C	I	S	94.0	1	Yes	
CRNCLL	C	R	N	C	L	L	516.0	8	Yes	
CRNCLM	C	R	N	C	L	M	1452.0	8	Yes	
CRNCLP	C	R	N	C	L	P	620.0	4	Yes	
CRNCLS	C	R	N	C	L	S	51.0	1	Yes	
CRNCNN	C	R	N	C	N	N	3474.0	not found	Yes	
CRNCPL	C	R	N	C	P	L	1166.0	8	Yes	
CRNCPM	C	R	N	C	P	M	1202.0	8	Yes	
CRNCPP	C	R	N	C	P	P	147.0	not found	Yes	
CRNCWL	C	R	N	C	W	L	212.0	8	Yes	
CRNCWM	C	R	N	C	W	M	296.0	8	Yes	
CRNCWP	C	R	N	C	W	P	141.0	4	Yes	
CRNHAL	C	R	N	H	A	L	127.0	9	Yes	
CRNHAM	C	R	N	H	A	M	818.0	8	Yes	
CRNHAP	C	R	N	H	A	P	713.0	4	Yes	
CRNHIL	C	R	N	H	I	L	205.0	8	Yes	
CRNHIM	C	R	N	H	I	M	318.0	8	Yes	
CRNHIP	C	R	N	H	I	P	223.0	4	Yes	
CRNHLL	C	R	N	H	L	L	59.0	8	Yes	
CRNHLM	C	R	N	H	L	M	360.0	8	Yes	
CRNHLP	C	R	N	H	L	P	266.0	4	Yes	
CRNHNN	C	R	N	H	N	N	388.0	not found	Yes	
CRNHWL	C	R	N	H	W	L	97.0	8	Yes	
CRNHWM	C	R	N	H	W	M	183.0	8	Yes	
CRNLAL	C	R	N	L	A	L	3051.0	9	Yes	
CRNLAM	C	R	N	L	A	M	7546.0	8	Yes	
CRNLAP	C	R	N	L	A	P	12507.0	4	Yes	
CRNLAS	C	R	N	L	A	S	75.0	1	Yes	
CRNLCL	C	R	N	L	C	L	664.0	8	Yes	
CRNLCM	C	R	N	L	C	M	118.0	8	Yes	
CRNLCP	C	R	N	L	C	P	51.0	4	Yes	
CRNLIL	C	R	N	L	I	L	1642.0	8	Yes	
CRNLIM	C	R	N	L	I	M	4812.0	8	Yes	
CRNLIP	C	R	N	L	I	P	3746.0	4	Yes	
CRNLIS	C	R	N	L	I	S	203.0	1	Yes	
CRNLLL	C	R	N	L	L	L	926.0	8	Yes	
CRNLLM	C	R	N	L	L	M	4120.0	8	Yes	
CRNLLP	C	R	N	L	L	P	4114.0	4	Yes	
CRNLNN	C	R	N	L	N	N	3495.0	not found	Yes	
CRNLPM	C	R	N	L	P	M	72.0	8	Yes	
CRNLPP	C	R	N	L	P	P	94.0	not found	Yes	
CRNLWL	C	R	N	L	W	L	754.0	8	Yes	
CRNLWM	C	R	N	L	W	M	461.0	8	Yes	
CRNLWP	C	R	N	L	W	P	185.0	4	Yes	
CRNRAL	C	R	N	R	A	L	445.0	9	Yes	
CRNRAM	C	R	N	R	A	M	1018.0	8	Yes	
CRNRAP	C	R	N	R	A	P	722.0	4	Yes	
CRNRAS	C	R	N	R	A	S	575.0	1	Yes	
CRNRIL	C	R	N	R	I	L	301.0	8	Yes	
CRNRIM	C	R	N	R	I	M	610.0	8	Yes	
CRNRIP	C	R	N	R	I	P	533.0	4	Yes	
CRNRIS	C	R	N	R	I	S	157.0	1	Yes	
CRNRLL	C	R	N	R	L	L	61.0	8	Yes	
CRNRLM	C	R	N	R	L	M	254.0	8	Yes	
CRNRLP	C	R	N	R	L	P	355.0	4	Yes	
CRNRNN	C	R	N	R	N	N	2606.0	not found	Yes	
CRNRPM	C	R	N	R	P	M	90.0	8	Yes	
CRNRWL	C	R	N	R	W	L	69.0	8	Yes	
CRNRWM	C	R	N	R	W	M	192.0	8	Yes	
CROCAL	C	R	O	C	A	L	164.0	9	Yes	
CROCAM	C	R	O	C	A	M	371.0	8	Yes	
CROCAP	C	R	O	C	A	P	688.0	4	Yes	
CROCIL	C	R	O	C	I	L	370.0	8	Yes	
CROCIM	C	R	O	C	I	M	300.0	8	Yes	
CROCIP	C	R	O	C	I	P	357.0	4	Yes	
CROCLL	C	R	O	C	L	L	93.0	8	Yes	
CROCLM	C	R	O	C	L	M	189.0	8	Yes	
CROCLP	C	R	O	C	L	P	269.0	4	Yes	
CROHAL	C	R	O	H	A	L	306.0	9	Yes	
CROHAM	C	R	O	H	A	M	242.0	8	Yes	
CROHAP	C	R	O	H	A	P	383.0	4	Yes	
CROHIL	C	R	O	H	I	L	229.0	8	Yes	
CROHIM	C	R	O	H	I	M	138.0	8	Yes	
CROHIP	C	R	O	H	I	P	173.0	4	Yes	
CROHLL	C	R	O	H	L	L	250.0	8	Yes	
CROHLM	C	R	O	H	L	M	182.0	8	Yes	
CROHLP	C	R	O	H	L	P	189.0	4	Yes	
CROLAL	C	R	O	L	A	L	356.0	9	Yes	
CROLAM	C	R	O	L	A	M	429.0	8	Yes	
CROLAP	C	R	O	L	A	P	1797.0	4	Yes	
CROLIL	C	R	O	L	I	L	343.0	8	Yes	
CROLIM	C	R	O	L	I	M	252.0	8	Yes	
CROLIP	C	R	O	L	I	P	495.0	4	Yes	
CROLLL	C	R	O	L	L	L	87.0	8	Yes	
CROLLM	C	R	O	L	L	M	207.0	8	Yes	
CROLLP	C	R	O	L	L	P	444.0	4	Yes	
CRORAL	C	R	O	R	A	L	238.0	9	Yes	
CRORAM	C	R	O	R	A	M	202.0	8	Yes	
CRORAP	C	R	O	R	A	P	171.0	4	Yes	
CRORIL	C	R	O	R	I	L	290.0	8	Yes	
CRORIM	C	R	O	R	I	M	138.0	8	Yes	
CRORIP	C	R	O	R	I	P	134.0	4	Yes	
CRORLL	C	R	O	R	L	L	57.0	8	Yes	
CRORLM	C	R	O	R	L	M	128.0	8	Yes	
CRORLP	C	R	O	R	L	P	111.0	4	Yes	
CRPCAL	C	R	P	C	A	L	1055.0	9	Yes	
CRPCAM	C	R	P	C	A	M	2432.0	8	Yes	
CRPCAP	C	R	P	C	A	P	6553.0	4	Yes	
CRPCIL	C	R	P	C	I	L	2382.0	8	Yes	
CRPCIM	C	R	P	C	I	M	1762.0	8	Yes	
CRPCIP	C	R	P	C	I	P	2665.0	4	Yes	
CRPCLL	C	R	P	C	L	L	683.0	8	Yes	
CRPCLM	C	R	P	C	L	M	1879.0	8	Yes	
CRPCLP	C	R	P	C	L	P	2948.0	4	Yes	
CRPCNN	C	R	P	C	N	N	63.0	not found	Yes	
CRPCPL	C	R	P	C	P	L	164.0	8	Yes	
CRPCPM	C	R	P	C	P	M	56.0	8	Yes	
CRPCPP	C	R	P	C	P	P	54.0	not found	Yes	
CRPCWL	C	R	P	C	W	L	113.0	8	Yes	
CRPCWM	C	R	P	C	W	M	87.0	8	Yes	
CRPHAL	C	R	P	H	A	L	1066.0	9	Yes	
CRPHAM	C	R	P	H	A	M	1632.0	8	Yes	
CRPHAP	C	R	P	H	A	P	3896.0	4	Yes	
CRPHCL	C	R	P	H	C	L	96.0	8	Yes	
CRPHCM	C	R	P	H	C	M	57.0	8	Yes	
CRPHIL	C	R	P	H	I	L	1015.0	8	Yes	
CRPHIM	C	R	P	H	I	M	1234.0	8	Yes	
CRPHIP	C	R	P	H	I	P	1479.0	4	Yes	
CRPHLL	C	R	P	H	L	L	1057.0	8	Yes	
CRPHLM	C	R	P	H	L	M	2163.0	8	Yes	
CRPHLP	C	R	P	H	L	P	2639.0	4	Yes	
CRPHWL	C	R	P	H	W	L	77.0	8	Yes	
CRPHWM	C	R	P	H	W	M	87.0	8	Yes	
CRPLAL	C	R	P	L	A	L	1454.0	9	Yes	
CRPLAM	C	R	P	L	A	M	2729.0	8	Yes	
CRPLAP	C	R	P	L	A	P	8858.0	4	Yes	
CRPLAS	C	R	P	L	A	S	63.0	1	Yes	
CRPLCL	C	R	P	L	C	L	61.0	8	Yes	
CRPLIL	C	R	P	L	I	L	1837.0	8	Yes	
CRPLIM	C	R	P	L	I	M	1919.0	8	Yes	
CRPLIP	C	R	P	L	I	P	3662.0	4	Yes	
CRPLLL	C	R	P	L	L	L	758.0	8	Yes	
CRPLLM	C	R	P	L	L	M	1623.0	8	Yes	
CRPLLP	C	R	P	L	L	P	3424.0	4	Yes	
CRPLNN	C	R	P	L	N	N	120.0	not found	Yes	
CRPLWL	C	R	P	L	W	L	229.0	8	Yes	
CRPLWM	C	R	P	L	W	M	72.0	8	Yes	
CRPLWP	C	R	P	L	W	P	57.0	4	Yes	
CRPRAL	C	R	P	R	A	L	1788.0	9	Yes	
CRPRAM	C	R	P	R	A	M	2080.0	8	Yes	
CRPRAP	C	R	P	R	A	P	2147.0	4	Yes	
CRPRAS	C	R	P	R	A	S	433.0	1	Yes	
CRPRCL	C	R	P	R	C	L	63.0	8	Yes	
CRPRDM	C	R	P	R	D	M	53.0	8	Yes	
CRPRIL	C	R	P	R	I	L	2336.0	8	Yes	
CRPRIM	C	R	P	R	I	M	1833.0	8	Yes	
CRPRIP	C	R	P	R	I	P	1248.0	4	Yes	
CRPRIS	C	R	P	R	I	S	97.0	1	Yes	
CRPRLL	C	R	P	R	L	L	867.0	8	Yes	
CRPRLM	C	R	P	R	L	M	1368.0	8	Yes	
CRPRLP	C	R	P	R	L	P	1636.0	4	Yes	
CRPRNN	C	R	P	R	N	N	151.0	not found	Yes	
CRPRPL	C	R	P	R	P	L	160.0	8	Yes	
CRPRPM	C	R	P	R	P	M	209.0	8	Yes	
CRPRWL	C	R	P	R	W	L	144.0	8	Yes	
CRPRWM	C	R	P	R	W	M	332.0	8	Yes	
CRPRWP	C	R	P	R	W	P	62.0	4	Yes	
KNNCAL	K	N	N	C	A	L	6669.0	9	Yes	
KNNCAM	K	N	N	C	A	M	3423.0	8	Yes	
KNNCAP	K	N	N	C	A	P	750.0	4	Yes	
KNNCAS	K	N	N	C	A	S	288.0	1	Yes	
KNNCCL	K	N	N	C	C	L	9272.0	8	Yes	
KNNCCM	K	N	N	C	C	M	2046.0	8	Yes	
KNNCCP	K	N	N	C	C	P	422.0	4	Yes	
KNNCCS	K	N	N	C	C	S	334.0	2	Yes	
KNNCDL	K	N	N	C	D	L	11926.0	8	Yes	
KNNCDM	K	N	N	C	D	M	4272.0	8	Yes	
KNNCDP	K	N	N	C	D	P	1005.0	not found	Yes	
KNNCDS	K	N	N	C	D	S	1121.0	2	Yes	
KNNCIL	K	N	N	C	I	L	16276.0	8	Yes	
KNNCIM	K	N	N	C	I	M	14311.0	8	Yes	
KNNCIP	K	N	N	C	I	P	1970.0	4	Yes	
KNNCIS	K	N	N	C	I	S	833.0	1	Yes	
KNNCLL	K	N	N	C	L	L	3479.0	8	Yes	
KNNCLM	K	N	N	C	L	M	2686.0	8	Yes	
KNNCLP	K	N	N	C	L	P	664.0	4	Yes	
KNNCLS	K	N	N	C	L	S	90.0	1	Yes	
KNNCNL	K	N	N	C	N	L	130.0	not found	Yes	
KNNCNN	K	N	N	C	N	N	73351.0	not found	Yes	
KNNCPL	K	N	N	C	P	L	24346.0	8	Yes	
KNNCPM	K	N	N	C	P	M	20251.0	8	Yes	
KNNCPP	K	N	N	C	P	P	3479.0	not found	Yes	
KNNCPS	K	N	N	C	P	S	1195.0	2	Yes	
KNNCWL	K	N	N	C	W	L	16388.0	8	Yes	
KNNCWM	K	N	N	C	W	M	9736.0	8	Yes	
KNNCWP	K	N	N	C	W	P	1275.0	4	Yes	
KNNCWS	K	N	N	C	W	S	887.0	2	Yes	
KNNHAM	K	N	N	H	A	M	69.0	8	Yes	
KNNHIL	K	N	N	H	I	L	66.0	8	Yes	
KNNHIM	K	N	N	H	I	M	103.0	8	Yes	
KNNHIP	K	N	N	H	I	P	76.0	4	Yes	
KNNHLM	K	N	N	H	L	M	55.0	8	Yes	
KNNHPM	K	N	N	H	P	M	65.0	8	Yes	
KNNHWM	K	N	N	H	W	M	54.0	8	Yes	
KNNLAL	K	N	N	L	A	L	4029.0	9	Yes	
KNNLAM	K	N	N	L	A	M	2155.0	8	Yes	
KNNLAP	K	N	N	L	A	P	431.0	4	Yes	
KNNLAS	K	N	N	L	A	S	556.0	1	Yes	
KNNLCL	K	N	N	L	C	L	6685.0	8	Yes	
KNNLCM	K	N	N	L	C	M	1857.0	8	Yes	
KNNLCP	K	N	N	L	C	P	240.0	4	Yes	
KNNLCS	K	N	N	L	C	S	592.0	2	Yes	
KNNLDL	K	N	N	L	D	L	2622.0	8	Yes	
KNNLDM	K	N	N	L	D	M	1068.0	8	Yes	
KNNLDP	K	N	N	L	D	P	154.0	not found	Yes	
KNNLDS	K	N	N	L	D	S	645.0	2	Yes	
KNNLIL	K	N	N	L	I	L	5152.0	8	Yes	
KNNLIM	K	N	N	L	I	M	2908.0	8	Yes	
KNNLIP	K	N	N	L	I	P	489.0	4	Yes	
KNNLIS	K	N	N	L	I	S	1577.0	1	Yes	
KNNLLL	K	N	N	L	L	L	817.0	8	Yes	
KNNLLM	K	N	N	L	L	M	919.0	8	Yes	
KNNLLP	K	N	N	L	L	P	143.0	4	Yes	
KNNLLS	K	N	N	L	L	S	51.0	1	Yes	
KNNLNN	K	N	N	L	N	N	7038.0	not found	Yes	
KNNLPL	K	N	N	L	P	L	3075.0	8	Yes	
KNNLPM	K	N	N	L	P	M	2494.0	8	Yes	
KNNLPP	K	N	N	L	P	P	204.0	not found	Yes	
KNNLPS	K	N	N	L	P	S	408.0	2	Yes	
KNNLWL	K	N	N	L	W	L	7524.0	8	Yes	
KNNLWM	K	N	N	L	W	M	3554.0	8	Yes	
KNNLWP	K	N	N	L	W	P	603.0	4	Yes	
KNNLWS	K	N	N	L	W	S	1056.0	2	Yes	
KNNRAL	K	N	N	R	A	L	493.0	9	Yes	
KNNRAM	K	N	N	R	A	M	275.0	8	Yes	
KNNRAP	K	N	N	R	A	P	87.0	4	Yes	
KNNRCL	K	N	N	R	C	L	1102.0	8	Yes	
KNNRCM	K	N	N	R	C	M	436.0	8	Yes	
KNNRDL	K	N	N	R	D	L	3040.0	8	Yes	
KNNRDM	K	N	N	R	D	M	1424.0	8	Yes	
KNNRDP	K	N	N	R	D	P	140.0	not found	Yes	
KNNRIL	K	N	N	R	I	L	1322.0	8	Yes	
KNNRIM	K	N	N	R	I	M	1790.0	8	Yes	
KNNRIP	K	N	N	R	I	P	653.0	4	Yes	
KNNRLL	K	N	N	R	L	L	246.0	8	Yes	
KNNRLM	K	N	N	R	L	M	252.0	8	Yes	
KNNRLP	K	N	N	R	L	P	51.0	4	Yes	
KNNRNN	K	N	N	R	N	N	20783.0	not found	Yes	
KNNRPL	K	N	N	R	P	L	5119.0	8	Yes	
KNNRPM	K	N	N	R	P	M	3269.0	8	Yes	
KNNRPP	K	N	N	R	P	P	2744.0	not found	Yes	
KNNRPS	K	N	N	R	P	S	188.0	2	Yes	
KNNRWL	K	N	N	R	W	L	3217.0	8	Yes	
KNNRWM	K	N	N	R	W	M	2213.0	8	Yes	
KNNRWP	K	N	N	R	W	P	433.0	4	Yes	
KNOCAL	K	N	O	C	A	L	133.0	9	Yes	
KNOCAM	K	N	O	C	A	M	149.0	8	Yes	
KNOCCL	K	N	O	C	C	L	364.0	8	Yes	
KNOCCM	K	N	O	C	C	M	114.0	8	Yes	
KNOCDL	K	N	O	C	D	L	301.0	8	Yes	
KNOCDM	K	N	O	C	D	M	99.0	8	Yes	
KNOCIL	K	N	O	C	I	L	473.0	8	Yes	
KNOCIM	K	N	O	C	I	M	275.0	8	Yes	
KNOCLL	K	N	O	C	L	L	114.0	8	Yes	
KNOCLM	K	N	O	C	L	M	111.0	8	Yes	
KNOCPL	K	N	O	C	P	L	489.0	8	Yes	
KNOCPM	K	N	O	C	P	M	272.0	8	Yes	
KNOCWL	K	N	O	C	W	L	485.0	8	Yes	
KNOCWM	K	N	O	C	W	M	252.0	8	Yes	
KNOHAL	K	N	O	H	A	L	58.0	9	Yes	
KNOHAM	K	N	O	H	A	M	80.0	8	Yes	
KNOHCL	K	N	O	H	C	L	213.0	8	Yes	
KNOHIL	K	N	O	H	I	L	121.0	8	Yes	
KNOHIM	K	N	O	H	I	M	130.0	8	Yes	
KNOHLM	K	N	O	H	L	M	74.0	8	Yes	
KNOHWL	K	N	O	H	W	L	258.0	8	Yes	
KNOHWM	K	N	O	H	W	M	113.0	8	Yes	
KNOLCL	K	N	O	L	C	L	86.0	8	Yes	
KNOLWL	K	N	O	L	W	L	84.0	8	Yes	
KNORAL	K	N	O	R	A	L	814.0	9	Yes	
KNORAM	K	N	O	R	A	M	470.0	8	Yes	
KNORCL	K	N	O	R	C	L	2425.0	8	Yes	
KNORCM	K	N	O	R	C	M	739.0	8	Yes	
KNORCP	K	N	O	R	C	P	53.0	4	Yes	
KNORDL	K	N	O	R	D	L	3005.0	8	Yes	
KNORDM	K	N	O	R	D	M	1436.0	8	Yes	
KNORDP	K	N	O	R	D	P	72.0	not found	Yes	
KNORIL	K	N	O	R	I	L	1449.0	8	Yes	
KNORIM	K	N	O	R	I	M	1462.0	8	Yes	
KNORIP	K	N	O	R	I	P	165.0	4	Yes	
KNORLL	K	N	O	R	L	L	263.0	8	Yes	
KNORLM	K	N	O	R	L	M	320.0	8	Yes	
KNORNN	K	N	O	R	N	N	614.0	not found	Yes	
KNORPL	K	N	O	R	P	L	3322.0	8	Yes	
KNORPM	K	N	O	R	P	M	1227.0	8	Yes	
KNORPP	K	N	O	R	P	P	724.0	not found	Yes	
KNORPS	K	N	O	R	P	S	79.0	2	Yes	
KNORWL	K	N	O	R	W	L	3832.0	8	Yes	
KNORWM	K	N	O	R	W	M	1875.0	8	Yes	
KNORWP	K	N	O	R	W	P	249.0	4	Yes	
KNPCAL	K	N	P	C	A	L	264.0	9	Yes	
KNPCAM	K	N	P	C	A	M	239.0	8	Yes	
KNPCCL	K	N	P	C	C	L	661.0	8	Yes	
KNPCCM	K	N	P	C	C	M	197.0	8	Yes	
KNPCDL	K	N	P	C	D	L	294.0	8	Yes	
KNPCDM	K	N	P	C	D	M	253.0	8	Yes	
KNPCIL	K	N	P	C	I	L	746.0	8	Yes	
KNPCIM	K	N	P	C	I	M	712.0	8	Yes	
KNPCIP	K	N	P	C	I	P	132.0	4	Yes	
KNPCLL	K	N	P	C	L	L	326.0	8	Yes	
KNPCLM	K	N	P	C	L	M	536.0	8	Yes	
KNPCNN	K	N	P	C	N	N	115.0	not found	Yes	
KNPCPL	K	N	P	C	P	L	498.0	8	Yes	
KNPCPM	K	N	P	C	P	M	456.0	8	Yes	
KNPCPP	K	N	P	C	P	P	85.0	not found	Yes	
KNPCWL	K	N	P	C	W	L	1015.0	8	Yes	
KNPCWM	K	N	P	C	W	M	357.0	8	Yes	
KNPCWP	K	N	P	C	W	P	61.0	4	Yes	
KNPHAM	K	N	P	H	A	M	86.0	8	Yes	
KNPHIL	K	N	P	H	I	L	195.0	8	Yes	
KNPHIM	K	N	P	H	I	M	69.0	8	Yes	
KNPHIP	K	N	P	H	I	P	103.0	4	Yes	
KNPLWL	K	N	P	L	W	L	72.0	8	Yes	
KNPRAL	K	N	P	R	A	L	589.0	9	Yes	
KNPRAM	K	N	P	R	A	M	413.0	8	Yes	
KNPRCL	K	N	P	R	C	L	921.0	8	Yes	
KNPRCM	K	N	P	R	C	M	380.0	8	Yes	
KNPRDL	K	N	P	R	D	L	1398.0	8	Yes	
KNPRDM	K	N	P	R	D	M	738.0	8	Yes	
KNPRDP	K	N	P	R	D	P	96.0	not found	Yes	
KNPRIL	K	N	P	R	I	L	874.0	8	Yes	
KNPRIM	K	N	P	R	I	M	951.0	8	Yes	
KNPRIP	K	N	P	R	I	P	327.0	4	Yes	
KNPRLL	K	N	P	R	L	L	220.0	8	Yes	
KNPRLM	K	N	P	R	L	M	202.0	8	Yes	
KNPRLP	K	N	P	R	L	P	92.0	4	Yes	
KNPRNN	K	N	P	R	N	N	795.0	not found	Yes	
KNPRPL	K	N	P	R	P	L	2029.0	8	Yes	
KNPRPM	K	N	P	R	P	M	1492.0	8	Yes	
KNPRPP	K	N	P	R	P	P	716.0	not found	Yes	
KNPRPS	K	N	P	R	P	S	83.0	2	Yes	
KNPRWL	K	N	P	R	W	L	2357.0	8	Yes	
KNPRWM	K	N	P	R	W	M	1075.0	8	Yes	
KNPRWP	K	N	P	R	W	P	318.0	4	Yes	
KNSCAL	K	N	S	C	A	L	292.0	9	Yes	
KNSCAM	K	N	S	C	A	M	191.0	8	Yes	
KNSCCL	K	N	S	C	C	L	468.0	8	Yes	
KNSCCM	K	N	S	C	C	M	169.0	8	Yes	
KNSCDL	K	N	S	C	D	L	583.0	8	Yes	
KNSCDM	K	N	S	C	D	M	175.0	8	Yes	
KNSCIL	K	N	S	C	I	L	1635.0	8	Yes	
KNSCIM	K	N	S	C	I	M	858.0	8	Yes	
KNSCIP	K	N	S	C	I	P	111.0	4	Yes	
KNSCLL	K	N	S	C	L	L	351.0	8	Yes	
KNSCLM	K	N	S	C	L	M	256.0	8	Yes	
KNSCNN	K	N	S	C	N	N	205.0	not found	Yes	
KNSCPL	K	N	S	C	P	L	1466.0	8	Yes	
KNSCPM	K	N	S	C	P	M	1647.0	8	Yes	
KNSCPP	K	N	S	C	P	P	140.0	not found	Yes	
KNSCWL	K	N	S	C	W	L	771.0	8	Yes	
KNSCWM	K	N	S	C	W	M	341.0	8	Yes	
KNSHAL	K	N	S	H	A	L	94.0	9	Yes	
KNSHAM	K	N	S	H	A	M	133.0	8	Yes	
KNSHCL	K	N	S	H	C	L	838.0	8	Yes	
KNSHCM	K	N	S	H	C	M	202.0	8	Yes	
KNSHIL	K	N	S	H	I	L	188.0	8	Yes	
KNSHIM	K	N	S	H	I	M	178.0	8	Yes	
KNSHLL	K	N	S	H	L	L	145.0	8	Yes	
KNSHLM	K	N	S	H	L	M	170.0	8	Yes	
KNSHNN	K	N	S	H	N	N	79.0	not found	Yes	
KNSHWL	K	N	S	H	W	L	579.0	8	Yes	
KNSHWM	K	N	S	H	W	M	424.0	8	Yes	
KNSHWP	K	N	S	H	W	P	78.0	4	Yes	
KNSLCL	K	N	S	L	C	L	183.0	8	Yes	
KNSLIL	K	N	S	L	I	L	102.0	8	Yes	
KNSLLM	K	N	S	L	L	M	80.0	8	Yes	
KNSLWL	K	N	S	L	W	L	246.0	8	Yes	
KNSLWM	K	N	S	L	W	M	67.0	8	Yes	
KNSLWP	K	N	S	L	W	P	75.0	4	Yes	
KNSRAL	K	N	S	R	A	L	2600.0	9	Yes	
KNSRAM	K	N	S	R	A	M	2040.0	8	Yes	
KNSRAP	K	N	S	R	A	P	324.0	4	Yes	
KNSRAS	K	N	S	R	A	S	119.0	1	Yes	
KNSRCL	K	N	S	R	C	L	6885.0	8	Yes	
KNSRCM	K	N	S	R	C	M	2462.0	8	Yes	
KNSRCP	K	N	S	R	C	P	213.0	4	Yes	
KNSRCS	K	N	S	R	C	S	133.0	2	Yes	
KNSRDL	K	N	S	R	D	L	6168.0	8	Yes	
KNSRDM	K	N	S	R	D	M	5934.0	8	Yes	
KNSRDP	K	N	S	R	D	P	492.0	not found	Yes	
KNSRDS	K	N	S	R	D	S	109.0	2	Yes	
KNSRIL	K	N	S	R	I	L	5369.0	8	Yes	
KNSRIM	K	N	S	R	I	M	8228.0	8	Yes	
KNSRIP	K	N	S	R	I	P	2097.0	4	Yes	
KNSRIS	K	N	S	R	I	S	446.0	1	Yes	
KNSRLL	K	N	S	R	L	L	1535.0	8	Yes	
KNSRLM	K	N	S	R	L	M	1913.0	8	Yes	
KNSRLP	K	N	S	R	L	P	558.0	4	Yes	
KNSRLS	K	N	S	R	L	S	276.0	1	Yes	
KNSRNN	K	N	S	R	N	N	3755.0	not found	Yes	
KNSRPL	K	N	S	R	P	L	9927.0	8	Yes	
KNSRPM	K	N	S	R	P	M	10195.0	8	Yes	
KNSRPP	K	N	S	R	P	P	4910.0	not found	Yes	
KNSRPS	K	N	S	R	P	S	462.0	2	Yes	
KNSRWL	K	N	S	R	W	L	11269.0	8	Yes	
KNSRWM	K	N	S	R	W	M	7199.0	8	Yes	
KNSRWP	K	N	S	R	W	P	1689.0	4	Yes	
KNSRWS	K	N	S	R	W	S	435.0	2	Yes	
KRNCAL	K	R	N	C	A	L	1324.0	9	Yes	
KRNCAM	K	R	N	C	A	M	509.0	8	Yes	
KRNCAP	K	R	N	C	A	P	101.0	4	Yes	
KRNCAS	K	R	N	C	A	S	117.0	1	Yes	
KRNCCL	K	R	N	C	C	L	1620.0	8	Yes	
KRNCCM	K	R	N	C	C	M	539.0	8	Yes	
KRNCCP	K	R	N	C	C	P	60.0	4	Yes	
KRNCDL	K	R	N	C	D	L	1326.0	8	Yes	
KRNCDM	K	R	N	C	D	M	489.0	8	Yes	
KRNCDP	K	R	N	C	D	P	72.0	not found	Yes	
KRNCIL	K	R	N	C	I	L	3099.0	8	Yes	
KRNCIM	K	R	N	C	I	M	1841.0	8	Yes	
KRNCIP	K	R	N	C	I	P	319.0	4	Yes	
KRNCIS	K	R	N	C	I	S	205.0	1	Yes	
KRNCLL	K	R	N	C	L	L	293.0	8	Yes	
KRNCLM	K	R	N	C	L	M	356.0	8	Yes	
KRNCNN	K	R	N	C	N	N	5982.0	not found	Yes	
KRNCPL	K	R	N	C	P	L	2882.0	8	Yes	
KRNCPM	K	R	N	C	P	M	3086.0	8	Yes	
KRNCPP	K	R	N	C	P	P	544.0	not found	Yes	
KRNCWL	K	R	N	C	W	L	2857.0	8	Yes	
KRNCWM	K	R	N	C	W	M	2219.0	8	Yes	
KRNCWP	K	R	N	C	W	P	306.0	4	Yes	
KRNCWS	K	R	N	C	W	S	131.0	2	Yes	
KRNHCL	K	R	N	H	C	L	113.0	8	Yes	
KRNHWL	K	R	N	H	W	L	61.0	8	Yes	
KRNLAL	K	R	N	L	A	L	2798.0	9	Yes	
KRNLAM	K	R	N	L	A	M	833.0	8	Yes	
KRNLAP	K	R	N	L	A	P	242.0	4	Yes	
KRNLAS	K	R	N	L	A	S	71.0	1	Yes	
KRNLCL	K	R	N	L	C	L	2608.0	8	Yes	
KRNLCM	K	R	N	L	C	M	1081.0	8	Yes	
KRNLCP	K	R	N	L	C	P	101.0	4	Yes	
KRNLDL	K	R	N	L	D	L	176.0	8	Yes	
KRNLDM	K	R	N	L	D	M	160.0	8	Yes	
KRNLIL	K	R	N	L	I	L	3337.0	8	Yes	
KRNLIM	K	R	N	L	I	M	1966.0	8	Yes	
KRNLIP	K	R	N	L	I	P	353.0	4	Yes	
KRNLIS	K	R	N	L	I	S	284.0	1	Yes	
KRNLLL	K	R	N	L	L	L	498.0	8	Yes	
KRNLLM	K	R	N	L	L	M	651.0	8	Yes	
KRNLLP	K	R	N	L	L	P	123.0	4	Yes	
KRNLNN	K	R	N	L	N	N	1361.0	not found	Yes	
KRNLPL	K	R	N	L	P	L	206.0	8	Yes	
KRNLPM	K	R	N	L	P	M	1047.0	8	Yes	
KRNLPP	K	R	N	L	P	P	66.0	not found	Yes	
