strata_id	layer1	layer2	layer3	layer4	layer5	layer6	acres	ageclass	modeled_strata	
CRNHLL	C	R	N	H	L	L	59.0	8	true	
CRNHLM	C	R	N	H	L	M	360.0	8	true	
CRNHLP	C	R	N	H	L	P	266.0	4	true	
CRNHNN	C	R	N	H	N	N	388.0	null	true	
CRNHWL	C	R	N	H	W	L	97.0	8	true	
CRNHWM	C	R	N	H	W	M	183.0	8	true	
CRNLAL	C	R	N	L	A	L	3051.0	9	true	
CRNLAM	C	R	N	L	A	M	7546.0	8	true	
CRNLAP	C	R	N	L	A	P	12507.0	4	true	
CRNLAS	C	R	N	L	A	S	75.0	1	true	
CRNLCL	C	R	N	L	C	L	664.0	8	true	
CRNLCM	C	R	N	L	C	M	118.0	8	true	
CRNLCP	C	R	N	L	C	P	51.0	4	true	
CRNLIL	C	R	N	L	I	L	1642.0	8	true	
CRNLIM	C	R	N	L	I	M	4812.0	8	true	
CRNLIP	C	R	N	L	I	P	3746.0	4	true	
CRNLIS	C	R	N	L	I	S	203.0	1	true	
CRNLLL	C	R	N	L	L	L	926.0	8	true	
CRNLLM	C	R	N	L	L	M	4120.0	8	true	
CRNLLP	C	R	N	L	L	P	4114.0	4	true	
CRNLNN	C	R	N	L	N	N	3495.0	null	true	
CRNLPM	C	R	N	L	P	M	72.0	8	true	
CRNLPP	C	R	N	L	P	P	94.0	null	true	
CRNLWL	C	R	N	L	W	L	754.0	8	true	
CRNLWM	C	R	N	L	W	M	461.0	8	true	
CRNLWP	C	R	N	L	W	P	185.0	4	true	
CRNRAL	C	R	N	R	A	L	445.0	9	true	
CRNRAM	C	R	N	R	A	M	1018.0	8	true	
CRNRAP	C	R	N	R	A	P	722.0	4	true	
CRNRAS	C	R	N	R	A	S	575.0	1	true	
CRNRIL	C	R	N	R	I	L	301.0	8	true	
CRNRIM	C	R	N	R	I	M	610.0	8	true	
CRNRIP	C	R	N	R	I	P	533.0	4	true	
CRNRIS	C	R	N	R	I	S	157.0	1	true	
CRNRLL	C	R	N	R	L	L	61.0	8	true	
CRNRLM	C	R	N	R	L	M	254.0	8	true	
CRNRLP	C	R	N	R	L	P	355.0	4	true	
CRNRNN	C	R	N	R	N	N	2606.0	null	true	
CRNRPM	C	R	N	R	P	M	90.0	8	true	
CRNRWL	C	R	N	R	W	L	69.0	8	true	
CRNRWM	C	R	N	R	W	M	192.0	8	true	
CROCAL	C	R	O	C	A	L	164.0	9	true	
CROCAM	C	R	O	C	A	M	371.0	8	true	
CROCAP	C	R	O	C	A	P	688.0	4	true	
CROCIL	C	R	O	C	I	L	370.0	8	true	
CROCIM	C	R	O	C	I	M	300.0	8	true	
CROCIP	C	R	O	C	I	P	357.0	4	true	
CROCLL	C	R	O	C	L	L	93.0	8	true	
CROCLM	C	R	O	C	L	M	189.0	8	true	
CROCLP	C	R	O	C	L	P	269.0	4	true	
CROHAL	C	R	O	H	A	L	306.0	9	true	
CROHAM	C	R	O	H	A	M	242.0	8	true	
CROHAP	C	R	O	H	A	P	383.0	4	true	
CROHIL	C	R	O	H	I	L	229.0	8	true	
CROHIM	C	R	O	H	I	M	138.0	8	true	
CROHIP	C	R	O	H	I	P	173.0	4	true	
CROHLL	C	R	O	H	L	L	250.0	8	true	
CROHLM	C	R	O	H	L	M	182.0	8	true	
CROHLP	C	R	O	H	L	P	189.0	4	true	
CROLAL	C	R	O	L	A	L	356.0	9	true	
CROLAM	C	R	O	L	A	M	429.0	8	true	
CROLAP	C	R	O	L	A	P	1797.0	4	true	
CROLIL	C	R	O	L	I	L	343.0	8	true	
CROLIM	C	R	O	L	I	M	252.0	8	true	
CROLIP	C	R	O	L	I	P	495.0	4	true	
CROLLL	C	R	O	L	L	L	87.0	8	true	
CROLLM	C	R	O	L	L	M	207.0	8	true	
CROLLP	C	R	O	L	L	P	444.0	4	true	
CRORAL	C	R	O	R	A	L	238.0	9	true	
CRORAM	C	R	O	R	A	M	202.0	8	true	
CRORAP	C	R	O	R	A	P	171.0	4	true	
CRORIL	C	R	O	R	I	L	290.0	8	true	
CRORIM	C	R	O	R	I	M	138.0	8	true	
CRORIP	C	R	O	R	I	P	134.0	4	true	
CRORLL	C	R	O	R	L	L	57.0	8	true	
CRORLM	C	R	O	R	L	M	128.0	8	true	
CRORLP	C	R	O	R	L	P	111.0	4	true	
CRPCAL	C	R	P	C	A	L	1055.0	9	true	
CRPCAM	C	R	P	C	A	M	2432.0	8	true	
CRPCAP	C	R	P	C	A	P	6553.0	4	true	
CRPCIL	C	R	P	C	I	L	2382.0	8	true	
CRPCIM	C	R	P	C	I	M	1762.0	8	true	
CRPCIP	C	R	P	C	I	P	2665.0	4	true	
CRPCLL	C	R	P	C	L	L	683.0	8	true	
CRPCLM	C	R	P	C	L	M	1879.0	8	true	
CRPCLP	C	R	P	C	L	P	2948.0	4	true	
CRPCNN	C	R	P	C	N	N	63.0	null	true	
CRPCPL	C	R	P	C	P	L	164.0	8	true	
CRPCPM	C	R	P	C	P	M	56.0	8	true	
CRPCPP	C	R	P	C	P	P	54.0	null	true	
CRPCWL	C	R	P	C	W	L	113.0	8	true	
CRPCWM	C	R	P	C	W	M	87.0	8	true	
CRPHAL	C	R	P	H	A	L	1066.0	9	true	
CRPHAM	C	R	P	H	A	M	1632.0	8	true	
CRPHAP	C	R	P	H	A	P	3896.0	4	true	
CRPHCL	C	R	P	H	C	L	96.0	8	true	
CRPHCM	C	R	P	H	C	M	57.0	8	true	
CRPHIL	C	R	P	H	I	L	1015.0	8	true	
CRPHIM	C	R	P	H	I	M	1234.0	8	true	
CRPHIP	C	R	P	H	I	P	1479.0	4	true	
CRPHLL	C	R	P	H	L	L	1057.0	8	true	
CRPHLM	C	R	P	H	L	M	2163.0	8	true	
CRPHLP	C	R	P	H	L	P	2639.0	4	true	
CRPHWL	C	R	P	H	W	L	77.0	8	true	
CRPHWM	C	R	P	H	W	M	87.0	8	true	
CRPLAL	C	R	P	L	A	L	1454.0	9	true	
CRPLAM	C	R	P	L	A	M	2729.0	8	true	
CRPLAP	C	R	P	L	A	P	8858.0	4	true	
CRPLAS	C	R	P	L	A	S	63.0	1	true	
CRPLCL	C	R	P	L	C	L	61.0	8	true	
CRPLIL	C	R	P	L	I	L	1837.0	8	true	
CRPLIM	C	R	P	L	I	M	1919.0	8	true	
CRPLIP	C	R	P	L	I	P	3662.0	4	true	
CRPLLL	C	R	P	L	L	L	758.0	8	true	
CRPLLM	C	R	P	L	L	M	1623.0	8	true	
CRPLLP	C	R	P	L	L	P	3424.0	4	true	
CRPLNN	C	R	P	L	N	N	120.0	null	true	
CRPLWL	C	R	P	L	W	L	229.0	8	true	
CRPLWM	C	R	P	L	W	M	72.0	8	true	
CRPLWP	C	R	P	L	W	P	57.0	4	true	
CRPRAL	C	R	P	R	A	L	1788.0	9	true	
CRPRAM	C	R	P	R	A	M	2080.0	8	true	
CRPRAP	C	R	P	R	A	P	2147.0	4	true	
CRPRAS	C	R	P	R	A	S	433.0	1	true	
CRPRCL	C	R	P	R	C	L	63.0	8	true	
CRPRDM	C	R	P	R	D	M	53.0	8	true	
CRPRIL	C	R	P	R	I	L	2336.0	8	true	
CRPRIM	C	R	P	R	I	M	1833.0	8	true	
CRPRIP	C	R	P	R	I	P	1248.0	4	true	
CRPRIS	C	R	P	R	I	S	97.0	1	true	
CRPRLL	C	R	P	R	L	L	867.0	8	true	
CRPRLM	C	R	P	R	L	M	1368.0	8	true	
CRPRLP	C	R	P	R	L	P	1636.0	4	true	
CRPRNN	C	R	P	R	N	N	151.0	null	true	
CRPRPL	C	R	P	R	P	L	160.0	8	true	
CRPRPM	C	R	P	R	P	M	209.0	8	true	
CRPRWL	C	R	P	R	W	L	144.0	8	true	
CRPRWM	C	R	P	R	W	M	332.0	8	true	
CRPRWP	C	R	P	R	W	P	62.0	4	true	
KNNCAL	K	N	N	C	A	L	6669.0	9	true	
KNNCAM	K	N	N	C	A	M	3423.0	8	true	
KNNCAP	K	N	N	C	A	P	750.0	4	true	
KNNCAS	K	N	N	C	A	S	288.0	1	true	
KNNCCL	K	N	N	C	C	L	9272.0	8	true	
KNNCCM	K	N	N	C	C	M	2046.0	8	true	
KNNCCP	K	N	N	C	C	P	422.0	4	true	
KNNCCS	K	N	N	C	C	S	334.0	2	true	
KNNCDL	K	N	N	C	D	L	11926.0	8	true	
KNNCDM	K	N	N	C	D	M	4272.0	8	true	
KNNCDP	K	N	N	C	D	P	1005.0	null	true	
KNNCDS	K	N	N	C	D	S	1121.0	2	true	
KNNCIL	K	N	N	C	I	L	16276.0	8	true	
KNNCIM	K	N	N	C	I	M	14311.0	8	true	
KNNCIP	K	N	N	C	I	P	1970.0	4	true	
KNNCIS	K	N	N	C	I	S	833.0	1	true	
KNNCLL	K	N	N	C	L	L	3479.0	8	true	
KNNCLM	K	N	N	C	L	M	2686.0	8	true	
KNNCLP	K	N	N	C	L	P	664.0	4	true	
KNNCLS	K	N	N	C	L	S	90.0	1	true	
KNNCNL	K	N	N	C	N	L	130.0	null	true	
KNNCNN	K	N	N	C	N	N	73351.0	null	true	
KNNCPL	K	N	N	C	P	L	24346.0	8	true	
KNNCPM	K	N	N	C	P	M	20251.0	8	true	
KNNCPP	K	N	N	C	P	P	3479.0	null	true	
KNNCPS	K	N	N	C	P	S	1195.0	2	true	
KNNCWL	K	N	N	C	W	L	16388.0	8	true	
KNNCWM	K	N	N	C	W	M	9736.0	8	true	
KNNCWP	K	N	N	C	W	P	1275.0	4	true	
KNNCWS	K	N	N	C	W	S	887.0	2	true	
KNNHAM	K	N	N	H	A	M	69.0	8	true	
KNNHIL	K	N	N	H	I	L	66.0	8	true	
KNNHIM	K	N	N	H	I	M	103.0	8	true	
KNNHIP	K	N	N	H	I	P	76.0	4	true	
KNNHLM	K	N	N	H	L	M	55.0	8	true	
KNNHPM	K	N	N	H	P	M	65.0	8	true	
KNNHWM	K	N	N	H	W	M	54.0	8	true	
KNNLAL	K	N	N	L	A	L	4029.0	9	true	
KNNLAM	K	N	N	L	A	M	2155.0	8	true	
KNNLAP	K	N	N	L	A	P	431.0	4	true	
KNNLAS	K	N	N	L	A	S	556.0	1	true	
KNNLCL	K	N	N	L	C	L	6685.0	8	true	
KNNLCM	K	N	N	L	C	M	1857.0	8	true	
KNNLCP	K	N	N	L	C	P	240.0	4	true	
KNNLCS	K	N	N	L	C	S	592.0	2	true	
KNNLDL	K	N	N	L	D	L	2622.0	8	true	
KNNLDM	K	N	N	L	D	M	1068.0	8	true	
KNNLDP	K	N	N	L	D	P	154.0	null	true	
KNNLDS	K	N	N	L	D	S	645.0	2	true	
KNNLIL	K	N	N	L	I	L	5152.0	8	true	
KNNLIM	K	N	N	L	I	M	2908.0	8	true	
KNNLIP	K	N	N	L	I	P	489.0	4	true	
KNNLIS	K	N	N	L	I	S	1577.0	1	true	
KNNLLL	K	N	N	L	L	L	817.0	8	true	
KNNLLM	K	N	N	L	L	M	919.0	8	true	
KNNLLP	K	N	N	L	L	P	143.0	4	true	
KNNLLS	K	N	N	L	L	S	51.0	1	true	
KNNLNN	K	N	N	L	N	N	7038.0	null	true	
KNNLPL	K	N	N	L	P	L	3075.0	8	true	
KNNLPM	K	N	N	L	P	M	2494.0	8	true	
KNNLPP	K	N	N	L	P	P	204.0	null	true	
KNNLPS	K	N	N	L	P	S	408.0	2	true	
KNNLWL	K	N	N	L	W	L	7524.0	8	true	
KNNLWM	K	N	N	L	W	M	3554.0	8	true	
KNNLWP	K	N	N	L	W	P	603.0	4	true	
KNNLWS	K	N	N	L	W	S	1056.0	2	true	
KNNRAL	K	N	N	R	A	L	493.0	9	true	
KNNRAM	K	N	N	R	A	M	275.0	8	true	
KNNRAP	K	N	N	R	A	P	87.0	4	true	
KNNRCL	K	N	N	R	C	L	1102.0	8	true	
KNNRCM	K	N	N	R	C	M	436.0	8	true	
KNNRDL	K	N	N	R	D	L	3040.0	8	true	
KNNRDM	K	N	N	R	D	M	1424.0	8	true	
KNNRDP	K	N	N	R	D	P	140.0	null	true	
KNNRIL	K	N	N	R	I	L	1322.0	8	true	
KNNRIM	K	N	N	R	I	M	1790.0	8	true	
KNNRIP	K	N	N	R	I	P	653.0	4	true	
KNNRLL	K	N	N	R	L	L	246.0	8	true	
KNNRLM	K	N	N	R	L	M	252.0	8	true	
KNNRLP	K	N	N	R	L	P	51.0	4	true	
KNNRNN	K	N	N	R	N	N	20783.0	null	true	
KNNRPL	K	N	N	R	P	L	5119.0	8	true	
KNNRPM	K	N	N	R	P	M	3269.0	8	true	
KNNRPP	K	N	N	R	P	P	2744.0	null	true	
KNNRPS	K	N	N	R	P	S	188.0	2	true	
KNNRWL	K	N	N	R	W	L	3217.0	8	true	
KNNRWM	K	N	N	R	W	M	2213.0	8	true	
KNNRWP	K	N	N	R	W	P	433.0	4	true	
KNOCAL	K	N	O	C	A	L	133.0	9	true	
KNOCAM	K	N	O	C	A	M	149.0	8	true	
KNOCCL	K	N	O	C	C	L	364.0	8	true	
KNOCCM	K	N	O	C	C	M	114.0	8	true	
KNOCDL	K	N	O	C	D	L	301.0	8	true	
KNOCDM	K	N	O	C	D	M	99.0	8	true	
KNOCIL	K	N	O	C	I	L	473.0	8	true	
KNOCIM	K	N	O	C	I	M	275.0	8	true	
KNOCLL	K	N	O	C	L	L	114.0	8	true	
KNOCLM	K	N	O	C	L	M	111.0	8	true	
KNOCPL	K	N	O	C	P	L	489.0	8	true	
KNOCPM	K	N	O	C	P	M	272.0	8	true	
KNOCWL	K	N	O	C	W	L	485.0	8	true	
KNOCWM	K	N	O	C	W	M	252.0	8	true	
KNOHAL	K	N	O	H	A	L	58.0	9	true	
KNOHAM	K	N	O	H	A	M	80.0	8	true	
KNOHCL	K	N	O	H	C	L	213.0	8	true	
KNOHIL	K	N	O	H	I	L	121.0	8	true	
KNOHIM	K	N	O	H	I	M	130.0	8	true	
KNOHLM	K	N	O	H	L	M	74.0	8	true	
KNOHWL	K	N	O	H	W	L	258.0	8	true	
KNOHWM	K	N	O	H	W	M	113.0	8	true	
KNOLCL	K	N	O	L	C	L	86.0	8	true	
KNOLWL	K	N	O	L	W	L	84.0	8	true	
KNORAL	K	N	O	R	A	L	814.0	9	true	
KNORAM	K	N	O	R	A	M	470.0	8	true	
KNORCL	K	N	O	R	C	L	2425.0	8	true	
KNORCM	K	N	O	R	C	M	739.0	8	true	
KNORCP	K	N	O	R	C	P	53.0	4	true	
KNORDL	K	N	O	R	D	L	3005.0	8	true	
KNORDM	K	N	O	R	D	M	1436.0	8	true	
KNORDP	K	N	O	R	D	P	72.0	null	true	
KNORIL	K	N	O	R	I	L	1449.0	8	true	
KNORIM	K	N	O	R	I	M	1462.0	8	true	
KNORIP	K	N	O	R	I	P	165.0	4	true	
KNORLL	K	N	O	R	L	L	263.0	8	true	
KNORLM	K	N	O	R	L	M	320.0	8	true	
KNORNN	K	N	O	R	N	N	614.0	null	true	
KNORPL	K	N	O	R	P	L	3322.0	8	true	
KNORPM	K	N	O	R	P	M	1227.0	8	true	
KNORPP	K	N	O	R	P	P	724.0	null	true	
KNORPS	K	N	O	R	P	S	79.0	2	true	
KNORWL	K	N	O	R	W	L	3832.0	8	true	
KNORWM	K	N	O	R	W	M	1875.0	8	true	
KNORWP	K	N	O	R	W	P	249.0	4	true	
KNPCAL	K	N	P	C	A	L	264.0	9	true	
KNPCAM	K	N	P	C	A	M	239.0	8	true	
KNPCCL	K	N	P	C	C	L	661.0	8	true	
KNPCCM	K	N	P	C	C	M	197.0	8	true	
KNPCDL	K	N	P	C	D	L	294.0	8	true	
KNPCDM	K	N	P	C	D	M	253.0	8	true	
KNPCIL	K	N	P	C	I	L	746.0	8	true	
KNPCIM	K	N	P	C	I	M	712.0	8	true	
KNPCIP	K	N	P	C	I	P	132.0	4	true	
KNPCLL	K	N	P	C	L	L	326.0	8	true	
KNPCLM	K	N	P	C	L	M	536.0	8	true	
KNPCNN	K	N	P	C	N	N	115.0	null	true	
KNPCPL	K	N	P	C	P	L	498.0	8	true	
KNPCPM	K	N	P	C	P	M	456.0	8	true	
KNPCPP	K	N	P	C	P	P	85.0	null	true	
KNPCWL	K	N	P	C	W	L	1015.0	8	true	
KNPCWM	K	N	P	C	W	M	357.0	8	true	
KNPCWP	K	N	P	C	W	P	61.0	4	true	
KNPHAM	K	N	P	H	A	M	86.0	8	true	
KNPHIL	K	N	P	H	I	L	195.0	8	true	
KNPHIM	K	N	P	H	I	M	69.0	8	true	
KNPHIP	K	N	P	H	I	P	103.0	4	true	
KNPLWL	K	N	P	L	W	L	72.0	8	true	
KNPRAL	K	N	P	R	A	L	589.0	9	true	
KNPRAM	K	N	P	R	A	M	413.0	8	true	
KNPRCL	K	N	P	R	C	L	921.0	8	true	
KNPRCM	K	N	P	R	C	M	380.0	8	true	
KNPRDL	K	N	P	R	D	L	1398.0	8	true	
KNPRDM	K	N	P	R	D	M	738.0	8	true	
KNPRDP	K	N	P	R	D	P	96.0	null	true	
KNPRIL	K	N	P	R	I	L	874.0	8	true	
KNPRIM	K	N	P	R	I	M	951.0	8	true	
KNPRIP	K	N	P	R	I	P	327.0	4	true	
KNPRLL	K	N	P	R	L	L	220.0	8	true	
KNPRLM	K	N	P	R	L	M	202.0	8	true	
KNPRLP	K	N	P	R	L	P	92.0	4	true	
KNPRNN	K	N	P	R	N	N	795.0	null	true	
KNPRPL	K	N	P	R	P	L	2029.0	8	true	
KNPRPM	K	N	P	R	P	M	1492.0	8	true	
KNPRPP	K	N	P	R	P	P	716.0	null	true	
KNPRPS	K	N	P	R	P	S	83.0	2	true	
KNPRWL	K	N	P	R	W	L	2357.0	8	true	
KNPRWM	K	N	P	R	W	M	1075.0	8	true	
KNPRWP	K	N	P	R	W	P	318.0	4	true	
KNSCAL	K	N	S	C	A	L	292.0	9	true	
KNSCAM	K	N	S	C	A	M	191.0	8	true	
KNSCCL	K	N	S	C	C	L	468.0	8	true	
KNSCCM	K	N	S	C	C	M	169.0	8	true	
KNSCDL	K	N	S	C	D	L	583.0	8	true	
KNSCDM	K	N	S	C	D	M	175.0	8	true	
KNSCIL	K	N	S	C	I	L	1635.0	8	true	
KNSCIM	K	N	S	C	I	M	858.0	8	true	
KNSCIP	K	N	S	C	I	P	111.0	4	true	
KNSCLL	K	N	S	C	L	L	351.0	8	true	
KNSCLM	K	N	S	C	L	M	256.0	8	true	
KNSCNN	K	N	S	C	N	N	205.0	null	true	
KNSCPL	K	N	S	C	P	L	1466.0	8	true	
KNSCPM	K	N	S	C	P	M	1647.0	8	true	
KNSCPP	K	N	S	C	P	P	140.0	null	true	
KNSCWL	K	N	S	C	W	L	771.0	8	true	
KNSCWM	K	N	S	C	W	M	341.0	8	true	
KNSHAL	K	N	S	H	A	L	94.0	9	true	
KNSHAM	K	N	S	H	A	M	133.0	8	true	
KNSHCL	K	N	S	H	C	L	838.0	8	true	
KNSHCM	K	N	S	H	C	M	202.0	8	true	
KNSHIL	K	N	S	H	I	L	188.0	8	true	
KNSHIM	K	N	S	H	I	M	178.0	8	true	
KNSHLL	K	N	S	H	L	L	145.0	8	true	
KNSHLM	K	N	S	H	L	M	170.0	8	true	
KNSHNN	K	N	S	H	N	N	79.0	null	true	
KNSHWL	K	N	S	H	W	L	579.0	8	true	
KNSHWM	K	N	S	H	W	M	424.0	8	true	
KNSHWP	K	N	S	H	W	P	78.0	4	true	
KNSLCL	K	N	S	L	C	L	183.0	8	true	
KNSLIL	K	N	S	L	I	L	102.0	8	true	
KNSLLM	K	N	S	L	L	M	80.0	8	true	
KNSLWL	K	N	S	L	W	L	246.0	8	true	
KNSLWM	K	N	S	L	W	M	67.0	8	true	
KNSLWP	K	N	S	L	W	P	75.0	4	true	
KNSRAL	K	N	S	R	A	L	2600.0	9	true	
KNSRAM	K	N	S	R	A	M	2040.0	8	true	
KNSRAP	K	N	S	R	A	P	324.0	4	true	
KNSRAS	K	N	S	R	A	S	119.0	1	true	
KNSRCL	K	N	S	R	C	L	6885.0	8	true	
KNSRCM	K	N	S	R	C	M	2462.0	8	true	
KNSRCP	K	N	S	R	C	P	213.0	4	true	
KNSRCS	K	N	S	R	C	S	133.0	2	true	
KNSRDL	K	N	S	R	D	L	6168.0	8	true	
KNSRDM	K	N	S	R	D	M	5934.0	8	true	
KNSRDP	K	N	S	R	D	P	492.0	null	true	
KNSRDS	K	N	S	R	D	S	109.0	2	true	
KNSRIL	K	N	S	R	I	L	5369.0	8	true	
KNSRIM	K	N	S	R	I	M	8228.0	8	true	
KNSRIP	K	N	S	R	I	P	2097.0	4	true	
KNSRIS	K	N	S	R	I	S	446.0	1	true	
KNSRLL	K	N	S	R	L	L	1535.0	8	true	
KNSRLM	K	N	S	R	L	M	1913.0	8	true	
KNSRLP	K	N	S	R	L	P	558.0	4	true	
KNSRLS	K	N	S	R	L	S	276.0	1	true	
KNSRNN	K	N	S	R	N	N	3755.0	null	true	
KNSRPL	K	N	S	R	P	L	9927.0	8	true	
KNSRPM	K	N	S	R	P	M	10195.0	8	true	
KNSRPP	K	N	S	R	P	P	4910.0	null	true	
KNSRPS	K	N	S	R	P	S	462.0	2	true	
KNSRWL	K	N	S	R	W	L	11269.0	8	true	
KNSRWM	K	N	S	R	W	M	7199.0	8	true	
KNSRWP	K	N	S	R	W	P	1689.0	4	true	
KNSRWS	K	N	S	R	W	S	435.0	2	true	
KRNCAL	K	R	N	C	A	L	1324.0	9	true	
KRNCAM	K	R	N	C	A	M	509.0	8	true	
KRNCAP	K	R	N	C	A	P	101.0	4	true	
KRNCAS	K	R	N	C	A	S	117.0	1	true	
KRNCCL	K	R	N	C	C	L	1620.0	8	true	
KRNCCM	K	R	N	C	C	M	539.0	8	true	
KRNCCP	K	R	N	C	C	P	60.0	4	true	
KRNCDL	K	R	N	C	D	L	1326.0	8	true	
KRNCDM	K	R	N	C	D	M	489.0	8	true	
KRNCDP	K	R	N	C	D	P	72.0	null	true	
KRNCIL	K	R	N	C	I	L	3099.0	8	true	
KRNCIM	K	R	N	C	I	M	1841.0	8	true	
KRNCIP	K	R	N	C	I	P	319.0	4	true	
KRNCIS	K	R	N	C	I	S	205.0	1	true	
KRNCLL	K	R	N	C	L	L	293.0	8	true	
KRNCLM	K	R	N	C	L	M	356.0	8	true	
KRNCNN	K	R	N	C	N	N	5982.0	null	true	
KRNCPL	K	R	N	C	P	L	2882.0	8	true	
KRNCPM	K	R	N	C	P	M	3086.0	8	true	
KRNCPP	K	R	N	C	P	P	544.0	null	true	
KRNCWL	K	R	N	C	W	L	2857.0	8	true	
KRNCWM	K	R	N	C	W	M	2219.0	8	true	
KRNCWP	K	R	N	C	W	P	306.0	4	true	
KRNCWS	K	R	N	C	W	S	131.0	2	true	
KRNHCL	K	R	N	H	C	L	113.0	8	true	
KRNHWL	K	R	N	H	W	L	61.0	8	true	
KRNLAL	K	R	N	L	A	L	2798.0	9	true	
KRNLAM	K	R	N	L	A	M	833.0	8	true	
KRNLAP	K	R	N	L	A	P	242.0	4	true	
KRNLAS	K	R	N	L	A	S	71.0	1	true	
KRNLCL	K	R	N	L	C	L	2608.0	8	true	
KRNLCM	K	R	N	L	C	M	1081.0	8	true	
KRNLCP	K	R	N	L	C	P	101.0	4	true	
KRNLDL	K	R	N	L	D	L	176.0	8	true	
KRNLDM	K	R	N	L	D	M	160.0	8	true	
KRNLIL	K	R	N	L	I	L	3337.0	8	true	
KRNLIM	K	R	N	L	I	M	1966.0	8	true	
KRNLIP	K	R	N	L	I	P	353.0	4	true	
KRNLIS	K	R	N	L	I	S	284.0	1	true	
KRNLLL	K	R	N	L	L	L	498.0	8	true	
KRNLLM	K	R	N	L	L	M	651.0	8	true	
KRNLLP	K	R	N	L	L	P	123.0	4	true	
KRNLNN	K	R	N	L	N	N	1361.0	null	true	
KRNLPL	K	R	N	L	P	L	206.0	8	true	
KRNLPM	K	R	N	L	P	M	1047.0	8	true	
KRNLPP	K	R	N	L	P	P	66.0	null	true	
KRNLWL	K	R	N	L	W	L	3758.0	8	true	
KRNLWM	K	R	N	L	W	M	2193.0	8	true	
KRNLWP	K	R	N	L	W	P	469.0	4	true	
KRNLWS	K	R	N	L	W	S	95.0	2	true	
KRNRAL	K	R	N	R	A	L	253.0	9	true	
KRNRAM	K	R	N	R	A	M	121.0	8	true	
KRNRCL	K	R	N	R	C	L	292.0	8	true	
KRNRCM	K	R	N	R	C	M	112.0	8	true	
KRNRDL	K	R	N	R	D	L	1749.0	8	true	
KRNRDM	K	R	N	R	D	M	1040.0	8	true	
KRNRDP	K	R	N	R	D	P	85.0	null	true	
KRNRDS	K	R	N	R	D	S	58.0	2	true	
KRNRIL	K	R	N	R	I	L	1951.0	8	true	
KRNRIM	K	R	N	R	I	M	614.0	8	true	
KRNRIP	K	R	N	R	I	P	151.0	4	true	
KRNRLL	K	R	N	R	L	L	156.0	8	true	
KRNRLM	K	R	N	R	L	M	63.0	8	true	
KRNRNN	K	R	N	R	N	N	4801.0	null	true	
KRNRPL	K	R	N	R	P	L	1337.0	8	true	
KRNRPM	K	R	N	R	P	M	1184.0	8	true	
KRNRPP	K	R	N	R	P	P	698.0	null	true	
KRNRWL	K	R	N	R	W	L	584.0	8	true	
KRNRWM	K	R	N	R	W	M	370.0	8	true	
KRNRWS	K	R	N	R	W	S	132.0	2	true	
KROCAL	K	R	O	C	A	L	222.0	9	true	
KROCAM	K	R	O	C	A	M	156.0	8	true	
KROCAP	K	R	O	C	A	P	58.0	4	true	
KROCCL	K	R	O	C	C	L	55.0	8	true	
KROCDL	K	R	O	C	D	L	136.0	8	true	
KROCIL	K	R	O	C	I	L	651.0	8	true	
KROCIM	K	R	O	C	I	M	533.0	8	true	
KROCIP	K	R	O	C	I	P	74.0	4	true	
KROCLL	K	R	O	C	L	L	69.0	8	true	
KROCLM	K	R	O	C	L	M	104.0	8	true	
KROCPL	K	R	O	C	P	L	173.0	8	true	
KROCPM	K	R	O	C	P	M	120.0	8	true	
KROCWL	K	R	O	C	W	L	159.0	8	true	
KROHCL	K	R	O	H	C	L	139.0	8	true	
KROHWL	K	R	O	H	W	L	93.0	8	true	
KROLAL	K	R	O	L	A	L	415.0	9	true	
KROLAM	K	R	O	L	A	M	200.0	8	true	
KROLCL	K	R	O	L	C	L	618.0	8	true	
KROLCM	K	R	O	L	C	M	67.0	8	true	
KROLIL	K	R	O	L	I	L	597.0	8	true	
KROLIM	K	R	O	L	I	M	317.0	8	true	
KROLIP	K	R	O	L	I	P	92.0	4	true	
KROLLL	K	R	O	L	L	L	136.0	8	true	
KROLLM	K	R	O	L	L	M	105.0	8	true	
KROLPM	K	R	O	L	P	M	55.0	8	true	
KROLWL	K	R	O	L	W	L	554.0	8	true	
KRORAL	K	R	O	R	A	L	173.0	9	true	
KRORAM	K	R	O	R	A	M	212.0	8	true	
KRORCL	K	R	O	R	C	L	539.0	8	true	
KRORCM	K	R	O	R	C	M	119.0	8	true	
KRORDL	K	R	O	R	D	L	800.0	8	true	
KRORDM	K	R	O	R	D	M	381.0	8	true	
KRORDS	K	R	O	R	D	S	80.0	2	true	
KRORIL	K	R	O	R	I	L	345.0	8	true	
KRORIM	K	R	O	R	I	M	419.0	8	true	
KRORPL	K	R	O	R	P	L	447.0	8	true	
KRORPM	K	R	O	R	P	M	197.0	8	true	
KRORPS	K	R	O	R	P	S	76.0	2	true	
KRORWL	K	R	O	R	W	L	667.0	8	true	
KRORWM	K	R	O	R	W	M	241.0	8	true	
KRORWS	K	R	O	R	W	S	116.0	2	true	
KRPCAL	K	R	P	C	A	L	837.0	9	true	
KRPCAM	K	R	P	C	A	M	546.0	8	true	
KRPCAP	K	R	P	C	A	P	167.0	4	true	
KRPCCL	K	R	P	C	C	L	154.0	8	true	
KRPCDL	K	R	P	C	D	L	311.0	8	true	
