strata_id	layer1	layer2	layer3	layer4	layer5	layer6	natural_growth_acres	prescribed_burn_acres	group_selection_acres	even_age_acres	mixed_severity_wildfire_acres
RRNRCL	R	R	N	R	C	L	0.0	540.29	0.0	0.0	16.71
RRNRIM	R	R	N	R	I	M	0.0	0.0	105.73	0.0	3.27
RRNRIL	R	R	N	R	I	L	0.0	0.0	103.79	0.0	3.21
RRNRAP	R	R	N	R	A	P	0.0	0.0	189.15	0.0	5.85
RRNRAM	R	R	N	R	A	M	0.0	0.0	163.93	0.0	5.07
RRNRAL	R	R	N	R	A	L	0.0	0.0	175.57	0.0	5.43
RRNRLM	R	R	N	R	L	M	0.0	0.0	59.85	0.0	3.15
RRNRLL	R	R	N	R	L	L	0.0	0.0	122.55	0.0	6.45
RROLWP	R	R	O	L	W	P	0.0	0.0	0.0	92.15	2.85
RROLWM	R	R	O	L	W	M	133.86	0.0	0.0	0.0	4.14
RROLWL	R	R	O	L	W	L	533.5	0.0	0.0	0.0	16.5
RROLCP	R	R	O	L	C	P	0.0	69.84	0.0	0.0	2.16
RROLCL	R	R	O	L	C	L	0.0	301.67	0.0	0.0	9.33
RROLIP	R	R	O	L	I	P	0.0	0.0	178.48	0.0	5.52
RROLIM	R	R	O	L	I	M	0.0	0.0	141.62	0.0	4.38
RROLIL	R	R	O	L	I	L	0.0	0.0	225.04	0.0	6.96
RROLAP	R	R	O	L	A	P	0.0	0.0	708.1	0.0	21.9
RROLAM	R	R	O	L	A	M	0.0	0.0	287.12	0.0	8.88
RROLAL	R	R	O	L	A	L	0.0	0.0	351.14	0.0	10.86
RROLLP	R	R	O	L	L	P	0.0	0.0	249.85	0.0	13.15
RROLLM	R	R	O	L	L	M	0.0	0.0	95.0	0.0	5.0
RROLLL	R	R	O	L	L	L	0.0	0.0	123.5	0.0	6.5
RROHWP	R	R	O	H	W	P	178.48	0.0	0.0	0.0	5.52
RROHWM	R	R	O	H	W	M	271.6	0.0	0.0	0.0	8.4
RROHWL	R	R	O	H	W	L	1918.66	0.0	0.0	0.0	59.34
RROHCP	R	R	O	H	C	P	0.0	0.0	0.0	98.94	3.06
RROHCM	R	R	O	H	C	M	0.0	0.0	0.0	96.03	2.97
RROHCL	R	R	O	H	C	L	1303.68	0.0	0.0	0.0	40.32
RROHIP	R	R	O	H	I	P	0.0	0.0	160.05	0.0	4.95
RROHIM	R	R	O	H	I	M	0.0	0.0	155.2	0.0	4.8
RROHIL	R	R	O	H	I	L	0.0	0.0	208.55	0.0	6.45
RROHAP	R	R	O	H	A	P	0.0	0.0	182.36	0.0	5.64
RROHAM	R	R	O	H	A	M	0.0	0.0	62.08	0.0	1.92
RROHAL	R	R	O	H	A	L	0.0	0.0	474.33	0.0	14.67
RROHLP	R	R	O	H	L	P	0.0	0.0	185.25	0.0	9.75
RROHLM	R	R	O	H	L	M	0.0	0.0	192.85	0.0	10.15
RROHLL	R	R	O	H	L	L	0.0	0.0	285.95	0.0	15.05
RROCWL	R	R	O	C	W	L	0.0	0.0	0.0	55.29	1.71
RROCIP	R	R	O	C	I	P	0.0	0.0	251.23	0.0	7.77
RROCIM	R	R	O	C	I	M	0.0	0.0	264.81	0.0	8.19
RROCIL	R	R	O	C	I	L	0.0	0.0	209.52	0.0	6.48
RROCAP	R	R	O	C	A	P	0.0	0.0	502.46	0.0	15.54
RROCAM	R	R	O	C	A	M	0.0	0.0	236.68	0.0	7.32
RROCAL	R	R	O	C	A	L	0.0	0.0	217.28	0.0	6.72
RROCLP	R	R	O	C	L	P	0.0	0.0	398.05	0.0	20.95
RROCLM	R	R	O	C	L	M	0.0	0.0	190.0	0.0	10.0
RROCLL	R	R	O	C	L	L	0.0	0.0	115.9	0.0	6.1
RRORWM	R	R	O	R	W	M	171.69	0.0	0.0	0.0	5.31
RRORWL	R	R	O	R	W	L	540.29	0.0	0.0	0.0	16.71
RRORCL	R	R	O	R	C	L	0.0	0.0	0.0	372.48	11.52
RRORIP	R	R	O	R	I	P	0.0	0.0	105.73	0.0	3.27
RRORIM	R	R	O	R	I	M	0.0	0.0	234.74	0.0	7.26
RRORIL	R	R	O	R	I	L	0.0	0.0	340.47	0.0	10.53
RRORAP	R	R	O	R	A	P	0.0	0.0	79.54	0.0	2.46
RRORAM	R	R	O	R	A	M	0.0	0.0	157.14	0.0	4.86
RRORAL	R	R	O	R	A	L	0.0	0.0	287.12	0.0	8.88
RRORLP	R	R	O	R	L	P	0.0	0.0	96.9	0.0	5.1
RRORLM	R	R	O	R	L	M	0.0	0.0	152.95	0.0	8.05
RRORLL	R	R	O	R	L	L	0.0	0.0	285.0	0.0	15.0
RRPLWS	R	R	P	L	W	S	0.0	0.0	0.0	182.36	5.64
RRPLWP	R	R	P	L	W	P	0.0	0.0	0.0	71.78	2.22
RRPLWM	R	R	P	L	W	M	191.09	0.0	0.0	0.0	5.91
RRPLWL	R	R	P	L	W	L	394.79	0.0	0.0	0.0	12.21
RRPLCS	R	R	P	L	C	S	0.0	105.73	0.0	0.0	3.27
RRPLCL	R	R	P	L	C	L	0.0	0.0	0.0	109.61	3.39
RRPLIS	R	R	P	L	I	S	0.0	0.0	79.54	0.0	2.46
RRPLIP	R	R	P	L	I	P	0.0	0.0	1185.34	0.0	36.66
RRPLIM	R	R	P	L	I	M	0.0	0.0	646.02	0.0	19.98
RRPLIL	R	R	P	L	I	L	0.0	0.0	999.1	0.0	30.9
RRPLAS	R	R	P	L	A	S	0.0	0.0	62.08	0.0	1.92
RRPLAP	R	R	P	L	A	P	0.0	0.0	1692.65	0.0	52.35
RRPLAM	R	R	P	L	A	M	0.0	0.0	949.63	0.0	29.37
RRPLAL	R	R	P	L	A	L	0.0	0.0	814.8	0.0	25.2
RRPLLP	R	R	P	L	L	P	0.0	0.0	899.65	0.0	47.35
RRPLLM	R	R	P	L	L	M	0.0	0.0	551.0	0.0	29.0
RRPLLL	R	R	P	L	L	L	0.0	0.0	280.25	0.0	14.75
RRPHWS	R	R	P	H	W	S	0.0	0.0	0.0	71.78	2.22
RRPHWP	R	R	P	H	W	P	549.02	0.0	0.0	0.0	16.98
RRPHWM	R	R	P	H	W	M	691.61	0.0	0.0	0.0	21.39
RRPHWL	R	R	P	H	W	L	4096.31	0.0	0.0	0.0	126.69
RRPHCS	R	R	P	H	C	S	0.0	0.0	0.0	76.63	2.37
RRPHCP	R	R	P	H	C	P	0.0	0.0	0.0	86.33	2.67
RRPHCM	R	R	P	H	C	M	0.0	0.0	0.0	411.28	12.72
RRPHCL	R	R	P	H	C	L	0.0	0.0	0.0	3567.66	110.34
RRPHIP	R	R	P	H	I	P	0.0	0.0	341.44	0.0	10.56
RRPHIM	R	R	P	H	I	M	0.0	0.0	391.88	0.0	12.12
RRPHIL	R	R	P	H	I	L	0.0	0.0	736.23	0.0	22.77
RRPHAP	R	R	P	H	A	P	0.0	0.0	632.44	0.0	19.56
RRPHAM	R	R	P	H	A	M	0.0	0.0	523.8	0.0	16.2
RRPHAL	R	R	P	H	A	L	0.0	0.0	1274.58	0.0	39.42
RRPHLP	R	R	P	H	L	P	0.0	0.0	532.95	0.0	28.05
RRPHLM	R	R	P	H	L	M	0.0	0.0	790.4	0.0	41.6
RRPHLL	R	R	P	H	L	L	0.0	0.0	813.2	0.0	42.8
RRPCWS	R	R	P	C	W	S	0.0	0.0	0.0	199.82	6.18
RRPCWP	R	R	P	C	W	P	0.0	0.0	0.0	52.38	1.62
RRPCWM	R	R	P	C	W	M	0.0	71.78	0.0	0.0	2.22
RRPCWL	R	R	P	C	W	L	142.59	0.0	0.0	0.0	4.41
RRPCCL	R	R	P	C	C	L	0.0	50.44	0.0	0.0	1.56
RRPCIS	R	R	P	C	I	S	0.0	0.0	62.08	0.0	1.92
RRPCIP	R	R	P	C	I	P	0.0	0.0	1403.59	0.0	43.41
RRPCIM	R	R	P	C	I	M	0.0	0.0	1216.38	0.0	37.62
RRPCIL	R	R	P	C	I	L	0.0	0.0	1938.06	0.0	59.94
RRPCAS	R	R	P	C	A	S	0.0	0.0	128.04	0.0	3.96
RRPCAP	R	R	P	C	A	P	0.0	0.0	1504.47	0.0	46.53
RRPCAM	R	R	P	C	A	M	0.0	0.0	802.19	0.0	24.81
RRPCAL	R	R	P	C	A	L	0.0	0.0	736.23	0.0	22.77
RRPCLP	R	R	P	C	L	P	0.0	0.0	1673.9	0.0	88.1
RRPCLM	R	R	P	C	L	M	0.0	0.0	1197.0	0.0	63.0
RRPCLL	R	R	P	C	L	L	0.0	0.0	551.95	0.0	29.05
RRPRPS	R	R	P	R	P	S	0.0	84.39	0.0	0.0	2.61
RRPRPL	R	R	P	R	P	L	0.0	83.42	0.0	0.0	2.58
RRPRDS	R	R	P	R	D	S	145.5	0.0	0.0	0.0	4.5
RRPRDL	R	R	P	R	D	L	0.0	0.0	0.0	107.67	3.33
RRPRWS	R	R	P	R	W	S	296.82	0.0	0.0	0.0	9.18
RRPRWP	R	R	P	R	W	P	352.11	0.0	0.0	0.0	10.89
RRPRWM	R	R	P	R	W	M	523.8	0.0	0.0	0.0	16.2
RRPRWL	R	R	P	R	W	L	2405.6	0.0	0.0	0.0	74.4
RRPRCS	R	R	P	R	C	S	162.96	0.0	0.0	0.0	5.04
RRPRCP	R	R	P	R	C	P	0.0	0.0	0.0	57.23	1.77
RRPRCM	R	R	P	R	C	M	166.84	0.0	0.0	0.0	5.16
RRPRCL	R	R	P	R	C	L	2225.18	0.0	0.0	0.0	68.82
RRPRIS	R	R	P	R	I	S	0.0	0.0	189.15	0.0	5.85
RRPRIP	R	R	P	R	I	P	0.0	0.0	523.8	0.0	16.2
RRPRIM	R	R	P	R	I	M	0.0	0.0	699.37	0.0	21.63
RRPRIL	R	R	P	R	I	L	0.0	0.0	1332.78	0.0	41.22
RRPRAS	R	R	P	R	A	S	0.0	0.0	329.8	0.0	10.2
RRPRAP	R	R	P	R	A	P	0.0	0.0	347.26	0.0	10.74
RRPRAM	R	R	P	R	A	M	0.0	0.0	862.33	0.0	26.67
RRPRAL	R	R	P	R	A	L	0.0	0.0	1435.6	0.0	44.4
RRPRLP	R	R	P	R	L	P	0.0	0.0	559.55	0.0	29.45
RRPRLM	R	R	P	R	L	M	0.0	0.0	940.5	0.0	49.5
RRPRLL	R	R	P	R	L	L	0.0	0.0	586.15	0.0	30.85
RNNLPS	R	N	N	L	P	S	0.0	127.07	0.0	0.0	3.93
RNNLPM	R	N	N	L	P	M	0.0	0.0	0.0	114.46	3.54
RNNLPL	R	N	N	L	P	L	0.0	0.0	0.0	590.73	18.27
RNNLDS	R	N	N	L	D	S	0.0	0.0	0.0	170.72	5.28
RNNLDM	R	N	N	L	D	M	134.83	0.0	0.0	0.0	4.17
RNNLDL	R	N	N	L	D	L	0.0	1009.77	0.0	0.0	31.23
RNNLWS	R	N	N	L	W	S	0.0	0.0	0.0	102.82	3.18
RNNLWM	R	N	N	L	W	M	104.76	0.0	0.0	0.0	3.24
RNNLWL	R	N	N	L	W	L	443.29	0.0	0.0	0.0	13.71
RNNLCL	R	N	N	L	C	L	0.0	0.0	0.0	212.43	6.57
RNNLIS	R	N	N	L	I	S	0.0	0.0	72.75	0.0	2.25
RNNLIM	R	N	N	L	I	M	0.0	0.0	69.84	0.0	2.16
RNNLIL	R	N	N	L	I	L	0.0	0.0	290.03	0.0	8.97
RNNLAP	R	N	N	L	A	P	0.0	0.0	238.62	0.0	7.38
RNNLAM	R	N	N	L	A	M	0.0	0.0	117.37	0.0	3.63
RNNLAL	R	N	N	L	A	L	0.0	0.0	519.92	0.0	16.08
RNNLLP	R	N	N	L	L	P	0.0	0.0	88.35	0.0	4.65
RNNLLM	R	N	N	L	L	M	0.0	0.0	167.2	0.0	8.8
RNNLLL	R	N	N	L	L	L	0.0	0.0	121.6	0.0	6.4
RNNHWP	R	N	N	H	W	P	162.96	0.0	0.0	0.0	5.04
RNNHWM	R	N	N	H	W	M	430.68	0.0	0.0	0.0	13.32
RNNHWL	R	N	N	H	W	L	1604.38	0.0	0.0	0.0	49.62
RNNHCP	R	N	N	H	C	P	0.0	0.0	0.0	49.47	1.53
RNNHCM	R	N	N	H	C	M	84.39	0.0	0.0	0.0	2.61
RNNHCL	R	N	N	H	C	L	1234.81	0.0	0.0	0.0	38.19
RNNHIP	R	N	N	H	I	P	0.0	0.0	156.17	0.0	4.83
RNNHIM	R	N	N	H	I	M	0.0	0.0	413.22	0.0	12.78
RNNHIL	R	N	N	H	I	L	0.0	0.0	571.33	0.0	17.67
RNNHAP	R	N	N	H	A	P	0.0	0.0	232.8	0.0	7.2
RNNHAM	R	N	N	H	A	M	0.0	0.0	238.62	0.0	7.38
RNNHAL	R	N	N	H	A	L	0.0	0.0	801.22	0.0	24.78
RNNHLP	R	N	N	H	L	P	0.0	0.0	148.2	0.0	7.8
RNNHLM	R	N	N	H	L	M	0.0	0.0	159.6	0.0	8.4
RNNHLL	R	N	N	H	L	L	0.0	0.0	329.65	0.0	17.35
RNNCPM	R	N	N	C	P	M	0.0	0.0	0.0	78.57	2.43
RNNCPL	R	N	N	C	P	L	0.0	0.0	0.0	286.15	8.85
RNNCDL	R	N	N	C	D	L	0.0	0.0	0.0	536.41	16.59
RNNCWM	R	N	N	C	W	M	113.49	0.0	0.0	0.0	3.51
RNNCWL	R	N	N	C	W	L	766.3	0.0	0.0	0.0	23.7
RNNCCL	R	N	N	C	C	L	0.0	455.9	0.0	0.0	14.1
RNNCIP	R	N	N	C	I	P	0.0	0.0	292.94	0.0	9.06
RNNCIM	R	N	N	C	I	M	0.0	0.0	233.77	0.0	7.23
RNNCIL	R	N	N	C	I	L	0.0	0.0	533.5	0.0	16.5
RNNCAP	R	N	N	C	A	P	0.0	0.0	237.65	0.0	7.35
RNNCAM	R	N	N	C	A	M	0.0	0.0	208.55	0.0	6.45
RNNCAL	R	N	N	C	A	L	0.0	0.0	316.22	0.0	9.78
RNNCLP	R	N	N	C	L	P	0.0	0.0	193.8	0.0	10.2
RNNCLM	R	N	N	C	L	M	0.0	0.0	155.8	0.0	8.2
RNNCLL	R	N	N	C	L	L	0.0	0.0	289.75	0.0	15.25
RNNRPM	R	N	N	R	P	M	0.0	0.0	0.0	74.69	2.31
RNNRPL	R	N	N	R	P	L	0.0	0.0	0.0	66.93	2.07
RNNRDL	R	N	N	R	D	L	0.0	0.0	0.0	74.69	2.31
RNNRWS	R	N	N	R	W	S	0.0	0.0	0.0	53.35	1.65
RNNRWP	R	N	N	R	W	P	125.13	0.0	0.0	0.0	3.87
RNNRWM	R	N	N	R	W	M	456.87	0.0	0.0	0.0	14.13
RNNRWL	R	N	N	R	W	L	1125.2	0.0	0.0	0.0	34.8
RNNRCM	R	N	N	R	C	M	89.24	0.0	0.0	0.0	2.76
RNNRCL	R	N	N	R	C	L	732.35	0.0	0.0	0.0	22.65
RNNRIS	R	N	N	R	I	S	0.0	0.0	92.15	0.0	2.85
RNNRIP	R	N	N	R	I	P	0.0	0.0	420.98	0.0	13.02
RNNRIM	R	N	N	R	I	M	0.0	0.0	1220.26	0.0	37.74
RNNRIL	R	N	N	R	I	L	0.0	0.0	1459.85	0.0	45.15
RNNRAP	R	N	N	R	A	P	0.0	0.0	174.6	0.0	5.4
RNNRAM	R	N	N	R	A	M	0.0	0.0	361.81	0.0	11.19
RNNRAL	R	N	N	R	A	L	0.0	0.0	699.37	0.0	21.63
RNNRLS	R	N	N	R	L	S	0.0	0.0	57.23	0.0	1.77
RNNRLP	R	N	N	R	L	P	0.0	0.0	323.0	0.0	17.0
RNNRLM	R	N	N	R	L	M	0.0	0.0	447.45	0.0	23.55
RNNRLL	R	N	N	R	L	L	0.0	0.0	669.75	0.0	35.25
RNOLWL	R	N	O	L	W	L	0.0	0.0	0.0	149.38	4.62
RNOLCL	R	N	O	L	C	L	0.0	0.0	0.0	149.38	4.62
RNOLIP	R	N	O	L	I	P	0.0	0.0	58.2	0.0	1.8
RNOLAP	R	N	O	L	A	P	0.0	0.0	181.39	0.0	5.61
RNOLAM	R	N	O	L	A	M	0.0	0.0	96.03	0.0	2.97
RNOLAL	R	N	O	L	A	L	0.0	0.0	63.05	0.0	1.95
RNOLLP	R	N	O	L	L	P	0.0	0.0	86.45	0.0	4.55
RNOHWP	R	N	O	H	W	P	429.71	0.0	0.0	0.0	13.29
RNOHWM	R	N	O	H	W	M	719.74	0.0	0.0	0.0	22.26
RNOHWL	R	N	O	H	W	L	2696.6	0.0	0.0	0.0	83.4
RNOHCP	R	N	O	H	C	P	0.0	0.0	0.0	86.33	2.67
RNOHCM	R	N	O	H	C	M	237.65	0.0	0.0	0.0	7.35
RNOHCL	R	N	O	H	C	L	1938.06	0.0	0.0	0.0	59.94
RNOHIS	R	N	O	H	I	S	0.0	0.0	55.29	0.0	1.71
RNOHIP	R	N	O	H	I	P	0.0	0.0	335.62	0.0	10.38
RNOHIM	R	N	O	H	I	M	0.0	0.0	760.48	0.0	23.52
RNOHIL	R	N	O	H	I	L	0.0	0.0	1359.94	0.0	42.06
RNOHAP	R	N	O	H	A	P	0.0	0.0	368.6	0.0	11.4
RNOHAM	R	N	O	H	A	M	0.0	0.0	291.0	0.0	9.0
RNOHAL	R	N	O	H	A	L	0.0	0.0	818.68	0.0	25.32
RNOHLP	R	N	O	H	L	P	0.0	0.0	281.2	0.0	14.8
RNOHLM	R	N	O	H	L	M	0.0	0.0	551.0	0.0	29.0
RNOHLL	R	N	O	H	L	L	0.0	0.0	790.4	0.0	41.6
RNOCWP	R	N	O	C	W	P	0.0	0.0	0.0	93.12	2.88
RNOCWM	R	N	O	C	W	M	135.8	0.0	0.0	0.0	4.2
RNOCWL	R	N	O	C	W	L	400.61	0.0	0.0	0.0	12.39
RNOCCL	R	N	O	C	C	L	0.0	0.0	0.0	323.98	10.02
RNOCIP	R	N	O	C	I	P	0.0	0.0	73.72	0.0	2.28
RNOCIM	R	N	O	C	I	M	0.0	0.0	137.74	0.0	4.26
RNOCIL	R	N	O	C	I	L	0.0	0.0	274.51	0.0	8.49
RNOCAP	R	N	O	C	A	P	0.0	0.0	212.43	0.0	6.57
RNOCAM	R	N	O	C	A	M	0.0	0.0	152.29	0.0	4.71
RNOCAL	R	N	O	C	A	L	0.0	0.0	234.74	0.0	7.26
RNOCLP	R	N	O	C	L	P	0.0	0.0	146.3	0.0	7.7
RNOCLM	R	N	O	C	L	M	0.0	0.0	175.75	0.0	9.25
RNOCLL	R	N	O	C	L	L	0.0	0.0	160.55	0.0	8.45
RNORPM	R	N	O	R	P	M	0.0	0.0	0.0	105.73	3.27
RNORPL	R	N	O	R	P	L	0.0	0.0	0.0	129.01	3.99
RNORDM	R	N	O	R	D	M	0.0	54.32	0.0	0.0	1.68
RNORDL	R	N	O	R	D	L	257.05	0.0	0.0	0.0	7.95
RNORWP	R	N	O	R	W	P	225.04	0.0	0.0	0.0	6.96
RNORWM	R	N	O	R	W	M	981.64	0.0	0.0	0.0	30.36
RNORWL	R	N	O	R	W	L	2988.57	0.0	0.0	0.0	92.43
RNORCP	R	N	O	R	C	P	116.4	0.0	0.0	0.0	3.6
RNORCM	R	N	O	R	C	M	445.23	0.0	0.0	0.0	13.77
RNORCL	R	N	O	R	C	L	2819.79	0.0	0.0	0.0	87.21
RNORIS	R	N	O	R	I	S	0.0	0.0	65.96	0.0	2.04
RNORIP	R	N	O	R	I	P	0.0	0.0	707.13	0.0	21.87
RNORIM	R	N	O	R	I	M	0.0	0.0	2570.5	0.0	79.5
RNORIL	R	N	O	R	I	L	0.0	0.0	3520.13	0.0	108.87
RNORAP	R	N	O	R	A	P	0.0	0.0	308.46	0.0	9.54
RNORAM	R	N	O	R	A	M	0.0	0.0	559.69	0.0	17.31
RNORAL	R	N	O	R	A	L	0.0	0.0	1068.94	0.0	33.06
RNORLP	R	N	O	R	L	P	0.0	0.0	496.85	0.0	26.15
RNORLM	R	N	O	R	L	M	0.0	0.0	1158.05	0.0	60.95
RNORLL	R	N	O	R	L	L	0.0	0.0	1873.4	0.0	98.6
RNPLIP	R	N	P	L	I	P	0.0	0.0	127.07	0.0	3.93
RNPLAP	R	N	P	L	A	P	0.0	0.0	193.03	0.0	5.97
RNPLAM	R	N	P	L	A	M	0.0	0.0	55.29	0.0	1.71
RNPLLP	R	N	P	L	L	P	0.0	0.0	112.1	0.0	5.9
RNPLLM	R	N	P	L	L	M	0.0	0.0	50.35	0.0	2.65
RNPHWP	R	N	P	H	W	P	0.0	0.0	0.0	193.03	5.97
RNPHWM	R	N	P	H	W	M	274.51	0.0	0.0	0.0	8.49
RNPHWL	R	N	P	H	W	L	2017.6	0.0	0.0	0.0	62.4
RNPHCL	R	N	P	H	C	L	0.0	1305.62	0.0	0.0	40.38
RNPHIP	R	N	P	H	I	P	0.0	0.0	65.96	0.0	2.04
RNPHIL	R	N	P	H	I	L	0.0	0.0	86.33	0.0	2.67
RNPHAP	R	N	P	H	A	P	0.0	0.0	100.88	0.0	3.12
RNPHAM	R	N	P	H	A	M	0.0	0.0	192.06	0.0	5.94
RNPHAL	R	N	P	H	A	L	0.0	0.0	477.24	0.0	14.76
RNPHLP	R	N	P	H	L	P	0.0	0.0	125.4	0.0	6.6
RNPHLM	R	N	P	H	L	M	0.0	0.0	80.75	0.0	4.25
RNPHLL	R	N	P	H	L	L	0.0	0.0	353.4	0.0	18.6
RNPCPM	R	N	P	C	P	M	0.0	0.0	0.0	75.66	2.34
RNPCPL	R	N	P	C	P	L	0.0	319.13	0.0	0.0	9.87
RNPCDL	R	N	P	C	D	L	0.0	105.73	0.0	0.0	3.27
RNPCWP	R	N	P	C	W	P	306.52	0.0	0.0	0.0	9.48
RNPCWM	R	N	P	C	W	M	471.42	0.0	0.0	0.0	14.58
RNPCWL	R	N	P	C	W	L	1637.36	0.0	0.0	0.0	50.64
RNPCCP	R	N	P	C	C	P	0.0	0.0	0.0	100.88	3.12
RNPCCM	R	N	P	C	C	M	94.09	0.0	0.0	0.0	2.91
RNPCCL	R	N	P	C	C	L	860.39	0.0	0.0	0.0	26.61
RNPCIP	R	N	P	C	I	P	0.0	0.0	469.48	0.0	14.52
RNPCIM	R	N	P	C	I	M	0.0	0.0	294.88	0.0	9.12
RNPCIL	R	N	P	C	I	L	0.0	0.0	1162.06	0.0	35.94
RNPCAP	R	N	P	C	A	P	0.0	0.0	343.38	0.0	10.62
RNPCAM	R	N	P	C	A	M	0.0	0.0	182.36	0.0	5.64
RNPCAL	R	N	P	C	A	L	0.0	0.0	548.05	0.0	16.95
RNPCLP	R	N	P	C	L	P	0.0	0.0	850.25	0.0	44.75
RNPCLM	R	N	P	C	L	M	0.0	0.0	816.05	0.0	42.95
RNPCLL	R	N	P	C	L	L	0.0	0.0	590.9	0.0	31.1
RNPRPM	R	N	P	R	P	M	0.0	103.79	0.0	0.0	3.21
RNPRDM	R	N	P	R	D	M	60.14	0.0	0.0	0.0	1.86
RNPRDL	R	N	P	R	D	L	85.36	0.0	0.0	0.0	2.64
RNPRWP	R	N	P	R	W	P	122.22	0.0	0.0	0.0	3.78
RNPRWM	R	N	P	R	W	M	573.27	0.0	0.0	0.0	17.73
RNPRWL	R	N	P	R	W	L	2065.13	0.0	0.0	0.0	63.87
RNPRCP	R	N	P	R	C	P	0.0	0.0	0.0	96.03	2.97
RNPRCM	R	N	P	R	C	M	174.6	0.0	0.0	0.0	5.4
RNPRCL	R	N	P	R	C	L	1667.43	0.0	0.0	0.0	51.57
RNPRIM	R	N	P	R	I	M	0.0	0.0	283.24	0.0	8.76
RNPRIL	R	N	P	R	I	L	0.0	0.0	119.31	0.0	3.69
RNPRAM	R	N	P	R	A	M	0.0	0.0	69.84	0.0	2.16
RNPRAL	R	N	P	R	A	L	0.0	0.0	247.35	0.0	7.65
RNPRLP	R	N	P	R	L	P	0.0	0.0	84.55	0.0	4.45
RNPRLM	R	N	P	R	L	M	0.0	0.0	72.2	0.0	3.8
RNPRLL	R	N	P	R	L	L	0.0	0.0	186.2	0.0	9.8
RNSLWP	R	N	S	L	W	P	101.85	0.0	0.0	0.0	3.15
RNSLWM	R	N	S	L	W	M	200.79	0.0	0.0	0.0	6.21
RNSLWL	R	N	S	L	W	L	838.08	0.0	0.0	0.0	25.92
RNSLCM	R	N	S	L	C	M	0.0	0.0	0.0	91.18	2.82
RNSLCL	R	N	S	L	C	L	0.0	0.0	0.0	558.72	17.28
RNSLIP	R	N	S	L	I	P	0.0	0.0	207.58	0.0	6.42
RNSLIM	R	N	S	L	I	M	0.0	0.0	263.84	0.0	8.16
RNSLIL	R	N	S	L	I	L	0.0	0.0	194.0	0.0	6.0
RNSLAP	R	N	S	L	A	P	0.0	0.0	602.37	0.0	18.63
RNSLAM	R	N	S	L	A	M	0.0	0.0	309.43	0.0	9.57
RNSLAL	R	N	S	L	A	L	0.0	0.0	227.95	0.0	7.05
RNSLLP	R	N	S	L	L	P	0.0	0.0	316.35	0.0	16.65
RNSLLM	R	N	S	L	L	M	0.0	0.0	257.45	0.0	13.55
RNSLLL	R	N	S	L	L	L	0.0	0.0	146.3	0.0	7.7
RNSHWS	R	N	S	H	W	S	535.44	0.0	0.0	0.0	16.56
RNSHWP	R	N	S	H	W	P	2206.75	0.0	0.0	0.0	68.25
RNSHWM	R	N	S	H	W	M	4471.7	0.0	0.0	0.0	138.3
RNSHWL	R	N	S	H	W	L	17301.89	0.0	0.0	0.0	535.11
RNSHCS	R	N	S	H	C	S	0.0	0.0	0.0	232.8	7.2
RNSHCP	R	N	S	H	C	P	0.0	0.0	0.0	779.88	24.12
RNSHCM	R	N	S	H	C	M	1318.23	0.0	0.0	0.0	40.77
RNSHCL	R	N	S	H	C	L	14015.53	0.0	0.0	0.0	433.47
RNSHIS	R	N	S	H	I	S	0.0	0.0	468.51	0.0	14.49
RNSHIP	R	N	S	H	I	P	0.0	0.0	2170.86	0.0	67.14
RNSHIM	R	N	S	H	I	M	0.0	0.0	3055.5	0.0	94.5
RNSHIL	R	N	S	H	I	L	0.0	0.0	7580.55	0.0	234.45
RNSHAS	R	N	S	H	A	S	0.0	0.0	488.88	0.0	15.12
RNSHAP	R	N	S	H	A	P	0.0	0.0	1932.24	0.0	59.76
RNSHAM	R	N	S	H	A	M	0.0	0.0	2225.18	0.0	68.82
RNSHAL	R	N	S	H	A	L	0.0	0.0	6818.13	0.0	210.87
RNSHLS	R	N	S	H	L	S	0.0	0.0	155.2	0.0	4.8
RNSHLP	R	N	S	H	L	P	0.0	0.0	1733.75	0.0	91.25
RNSHLM	R	N	S	H	L	M	0.0	0.0	1946.55	0.0	102.45
RNSHLL	R	N	S	H	L	L	0.0	0.0	4050.8	0.0	213.2
RNSCPL	R	N	S	C	P	L	0.0	0.0	0.0	214.37	6.63
RNSCWP	R	N	S	C	W	P	107.67	0.0	0.0	0.0	3.33
RNSCWM	R	N	S	C	W	M	692.58	0.0	0.0	0.0	21.42
RNSCWL	R	N	S	C	W	L	1729.51	0.0	0.0	0.0	53.49
RNSCCP	R	N	S	C	C	P	0.0	0.0	0.0	61.11	1.89
RNSCCM	R	N	S	C	C	M	182.36	0.0	0.0	0.0	5.64
RNSCCL	R	N	S	C	C	L	1300.77	0.0	0.0	0.0	40.23
RNSCIP	R	N	S	C	I	P	0.0	0.0	504.4	0.0	15.6
RNSCIM	R	N	S	C	I	M	0.0	0.0	1188.25	0.0	36.75
RNSCIL	R	N	S	C	I	L	0.0	0.0	1303.68	0.0	40.32
RNSCAP	R	N	S	C	A	P	0.0	0.0	441.35	0.0	13.65
RNSCAM	R	N	S	C	A	M	0.0	0.0	533.5	0.0	16.5
RNSCAL	R	N	S	C	A	L	0.0	0.0	817.71	0.0	25.29
RNSCLP	R	N	S	C	L	P	0.0	0.0	836.0	0.0	44.0
RNSCLM	R	N	S	C	L	M	0.0	0.0	834.1	0.0	43.9
