var_id	var_name	var_value	var_reduced_cost	var_method	var_forest_status	var_layer1	var_layer2	var_layer3	var_layer4	var_layer5	var_layer6	var_choice	var_period	var_age	var_rotation_period	var_rotation_age	var_regen_covertype	data_connection	prescription	row_id	age_class	stand_age	stdnindex	culmmai_a	qd_mn_dia	plt_acres	trt_acres	ltr_allsx	lad_allsx	lah_allsx	lba_allsx	lca_allsx	lbd_allsx	htr_allsx	had_allsx	hah_allsx	hba_allsx	hca_allsx	hbd_allsx	ltr_gp1xx	lad_gp1xx	lah_gp1xx	lba_gp1xx	lca_gp1xx	lbd_gp1xx	htr_gp1xx	had_gp1xx	hah_gp1xx	hba_gp1xx	hca_gp1xx	hbd_gp1xx	ltr_gp2mm	lad_gp2mm	lah_gp2mm	lba_gp2mm	lca_gp2mm	lbd_gp2mm	htr_gp2mm	had_gp2mm	hah_gp2mm	hba_gp2mm	hca_gp2mm	hbd_gp2mm	ltr_gp3yy	lad_gp3yy	lah_gp3yy	lba_gp3yy	lca_gp3yy	lbd_gp3yy	htr_gp3yy	had_gp3yy	hah_gp3yy	hba_gp3yy	hca_gp3yy	hbd_gp3yy	ltr_gp4ss	lad_gp4ss	lah_gp4ss	lba_gp4ss	lca_gp4ss	lbd_gp4ss	htr_gp4ss	had_gp4ss	hah_gp4ss	hba_gp4ss	hca_gp4ss	hbd_gp4ss	pca_allsx	pbd_allsx	pca_gp1xx	pbd_gp1xx	pca_gp2mm	pbd_gp2mm	pca_gp3yy	pbd_gp3yy	pca_gp4ss	pbd_gp4ss	_stndage0	_ageint0	_cc00p	_cc10p	_cc15p	_cc20p	_lynx	_crbd	_tridx	_cridx	_fire	_snag10t	_snag20p	_esbtl	_dfbtl	_ppbtl	_wpbtl	_lpbtl	_hzbtl	_bdwtsm	dom_grp	siz_ntg	_stndage1	_ageint1	action_id	action_type
1480	xNG_E_B,N,P,R,W,M,0,5	220.0	0.0	NG	E	B	N	P	R	W	M	0	5					good	W_M_NG_E_0	4	12	114	375	34.76	8.85	24	0	1120.83	12.07	70.07	165.11	3967.19	20771.62	0	0	0	0	0	0	81.91	16.33	89.27	127.58	3432.52	18706.4	0	0	0	0	0	0	52.85	8.85	57.49	22.9	428.37	2062.69	0	0	0	0	0	0	108.33	4.23	28.37	11.34	106.16	2.53	0	0	0	0	0	0	877.73	0.53	6.84	3.28	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	12	60.97	46.5	31.6	15.93	0	0.1	0	20.52	4	23.85	3.75	1	2	0	1	0	2	3	201	12	114.12	12	0	no-action
1481	xNG_E_B,N,P,R,W,P,0,1	62.0	0.0	NG	E	B	N	P	R	W	P	0	1					good	W_P_NG_E_0	0	4	34	326	27.27	4.66	7	0	1931.44	6.75	37.03	121.57	927.53	4627.02	0	0	0	0	0	0	8.48	12.02	55.03	6.76	112.28	501.37	0	0	0	0	0	0	121.69	8.36	48.51	47.09	706.25	3494.48	0	0	0	0	0	0	448.87	4.79	29.52	58.92	109	631.17	0	0	0	0	0	0	1352.4	0.74	7.21	8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	59.33	8.34	0	0	0	0.13	41.34	19.14	2	0	0	0	1	2	0	0	2	2	201	20	34	4	0	no-action
1482	xNG_E_B,N,P,R,W,P,0,2	62.0	0.0	NG	E	B	N	P	R	W	P	0	2					good	W_P_NG_E_0	1	5	43	375	47.42	5.43	9	0	1887.57	7.65	43.39	142.4	2060.48	8003.09	0	0	0	0	0	0	38.03	12.7	63.65	34.28	693.76	3309.56	0	0	0	0	0	0	126.1	8.56	50.99	51.14	892.1	4149.11	0	0	0	0	0	0	344.33	4.98	31.09	49.37	474.62	544.42	0	0	0	0	0	0	1379.12	0.63	6.56	7.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	5	68.84	23.28	3.32	1.5	0	0.17	68.75	12.31	2	4.05	0	1	2	2	0	2	2	2	201	20	43.44	5	0	no-action
1483	xNG_E_B,N,P,R,W,P,0,3	62.0	0.0	NG	E	B	N	P	R	W	P	0	3					good	W_P_NG_E_0	2	6	53	371	45.29	6.04	11	0	1384.88	8.29	47.03	150.71	2416.87	9972.79	0	0	0	0	0	0	46.83	13.59	69.23	48.49	1053.91	5158.39	0	0	0	0	0	0	156.13	8.44	46.59	61.63	1019.34	4431.23	0	0	0	0	0	0	253.17	4.83	32.25	34.19	343.61	383.17	0	0	0	0	0	0	928.75	0.76	7.94	6.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	6	69.63	28.01	7.43	1.04	0	0.16	32.41	13.04	2	10.03	0.24	1	2	0	0	2	2	2	201	20	53.36	6	0	no-action
1484	xNG_E_B,N,P,R,W,P,0,4	62.0	0.0	NG	E	B	N	P	R	W	P	0	4					good	W_P_NG_E_0	3	7	63	395	47.88	6.99	12	0	1156.76	9.08	51.06	170.63	3036.64	13399.07	0	0	0	0	0	0	76.55	13.46	65.94	78.7	1711.47	8455.46	0	0	0	0	0	0	142.95	8.7	50.36	59.99	1035.46	4677.8	0	0	0	0	0	0	208.08	4.75	32.34	27.37	289.68	265.81	0	0	0	0	0	0	729.18	0.72	7.73	4.57	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	7	72	40.42	12.76	1.83	0	0.18	22.86	12.06	4	17.95	0.48	1	2	0	0	2	2	3	201	13	63.42	7	0	no-action
1485	xNG_E_B,N,P,R,W,P,0,5	62.0	0.0	NG	E	B	N	P	R	W	P	0	5					good	W_P_NG_E_0	4	8	73	393	48.12	8	12	0	911.42	10.01	55.14	180.79	3532.89	16322.61	0	0	0	0	0	0	94.86	14.06	70.04	106.47	2412.36	12073.59	0	0	0	0	0	0	117.77	8.84	52.35	51.06	917.72	4087.95	0	0	0	0	0	0	148.69	4.81	32.38	19.8	202.82	161.07	0	0	0	0	0	0	550.11	0.73	7.9	3.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	8	71.12	49.59	20.27	5.21	0	0.17	2.83	13.58	5	30.96	0.73	1	2	0	0	0	2	3	201	13	73.42	8	0	no-action
1496	xNG_E_B,N,S,H,C,P,0,1	61.75	0.0	NG	E	B	N	S	H	C	P	0	1					good	C_P_NG_E_0	0	4	37	278	11.84	4.27	5	0	3846.91	7.13	40.26	81.89	433.44	2088.43	0	0	0	0	0	0	10.22	11.5	49.65	7.39	96.98	424.27	0	0	0	0	0	0	75.57	8.45	42.18	29.95	336.47	1664.16	0	0	0	0	0	0	282.59	4.67	32.73	35.35	0	0	0	0	0	0	0	0	3478.53	0.39	4.45	9.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	4	59.61	10.38	0	0	0	0.18	0.72	12.43	5	0	0	1	1	0	0	0	1	2	304	20	36.6	4	0	no-action
1497	xNG_E_B,N,S,H,C,P,0,2	61.6265	0.0	NG	E	B	N	S	H	C	P	0	2					good	C_P_NG_E_0	1	5	45	328	25.82	5.1	11	0	2758.71	7.88	41.49	111	1162.1	4454.17	0	0	0	0	0	0	24.75	12.65	54.27	21.76	328	1401.96	0	0	0	0	0	0	130.17	8.55	44.54	52.68	683.76	3050.5	0	0	0	0	0	0	212.65	4.84	29.61	28.83	150.34	1.71	0	0	0	0	0	0	2391.13	0.45	5.1	7.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	5	65.27	19.71	0.42	0	0	0.19	12.41	12.02	5	0.91	0	1	1	0	0	0	2	3	201	20	45	5	0	no-action
1498	xNG_E_B,N,S,H,C,P,0,3	61.503247	0.0	NG	E	B	N	S	H	C	P	0	3					good	C_P_NG_E_0	2	6	55	451	38.84	5.49	14	0	2633.58	8.99	47.51	161.33	2139.15	8825.27	0	0	0	0	0	0	66.8	12.99	58.49	62.51	1066.84	4708.66	0	0	0	0	0	0	146.75	8.73	47.97	62.08	926.36	4116.61	0	0	0	0	0	0	208.86	4.54	30.16	25.17	145.95	0	0	0	0	0	0	0	2211.17	0.61	6.7	11.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	6	72.72	40.51	6.66	0	0	0.22	30.99	9.46	5	5.26	0	1	2	0	1	0	2	3	201	13	55.07	6	0	no-action
1499	xNG_E_B,N,S,H,C,P,0,4	61.380240506	0.0	NG	E	B	N	S	H	C	P	0	4					good	C_P_NG_E_0	3	7	65	456	43.33	6.5	15	0	1889.35	10	51.01	178.17	2833.86	12066.6	0	0	0	0	0	0	93.78	13.87	63.61	101.17	1897.79	8879.73	0	0	0	0	0	0	107.14	8.89	48.42	46.89	721.83	3170.41	0	0	0	0	0	0	202.69	4.29	28.84	22.01	214.12	16.46	0	0	0	0	0	0	1485.75	0.66	7.6	8.1	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	7	71.61	49.13	18.19	0.71	0	0.21	0	10.58	5	21.01	0.07	1	2	0	1	0	2	3	201	13	65.4	7	0	no-action
1500	xNG_E_B,N,S,H,C,P,0,5	61.257480024988	0.0	NG	E	B	N	S	H	C	P	0	5					good	C_P_NG_E_0	4	8	75	452	44.48	7.28	15	0	1347.87	11	54.75	192.06	3353.88	15015	0	0	0	0	0	0	108.4	14.64	67.22	131.52	2615.14	12669.19	0	0	0	0	0	0	78.03	8.99	49.22	35.06	555.68	2344.66	0	0	0	0	0	0	171.56	4.33	28.54	18.7	182.81	1.16	0	0	0	0	0	0	989.88	0.81	9.2	6.79	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	8	71.8	55.59	30.16	5.17	0	0.18	0	12.19	5	36.69	0.19	1	2	0	1	0	2	3	267	12	75.4	8	0	no-action
1516	xNG_E_B,N,S,H,W,L,0,1	974.0	0.0	NG	E	B	N	S	H	W	L	0	1					good	W_L_NG_E_0	0	8	74	287	40.76	9	5	0	792.85	12.06	68.3	131.74	3016.59	16321.8	0	0	0	0	0	0	72.99	16.02	82.69	107.79	2775.67	15076.65	0	0	0	0	0	0	26.47	9.02	61.01	11.99	236.71	1223.26	0	0	0	0	0	0	93.67	4.2	26.78	9.88	4.21	21.9	0	0	0	0	0	0	599.72	0.41	2.75	2.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	8	45.56	38.23	26.42	10.31	0	0.08	142.76	25.18	2	3.61	0.2	0	3	0	0	0	3	3	201	12	74	8	0	no-action
1517	xNG_E_B,N,S,H,W,L,0,2	974.0	0.0	NG	E	B	N	S	H	W	L	0	2					good	W_L_NG_E_0	1	9	85	307	36.81	8.67	10	0	1470.87	12.32	69.9	125.23	3111.04	16849.63	0	0	0	0	0	0	58.98	17.15	90.47	100.77	2802.48	15537.15	0	0	0	0	0	0	30.74	8.7	59.38	12.9	251.33	1282.51	0	0	0	0	0	0	64.25	4.84	29.03	8.77	57.23	29.98	0	0	0	0	0	0	1316.9	0.3	2.76	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	9	47.66	35.89	28.81	14.18	0	0.1	105.94	19.14	2	22.19	2.13	1	2	0	0	0	2	3	201	12	84.5	9	0	no-action
1518	xNG_E_B,N,S,H,W,L,0,3	974.0	0.0	NG	E	B	N	S	H	W	L	0	3					good	W_L_NG_E_0	2	10	95	361	38.13	8.47	14	0	1487.43	12.37	71.45	147.27	3614.1	20057.01	0	0	0	0	0	0	60.89	17.77	95.51	114.8	3215.59	18280.78	0	0	0	0	0	0	47.02	8.59	55.09	19.24	349.03	1766.44	0	0	0	0	0	0	95.4	4.07	28.26	9.27	49.47	9.79	0	0	0	0	0	0	1284.12	0.38	4.36	3.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	10	51.99	38.24	29.34	16.49	0	0.1	14.92	20.51	2	19.97	3.79	0	2	0	0	0	2	3	201	12	94.79	10	0	no-action
1519	xNG_E_B,N,S,H,W,L,0,4	974.0	0.0	NG	E	B	N	S	H	W	L	0	4					good	W_L_NG_E_0	3	11	105	344	35.11	9.39	25	0	1142.79	13.1	71.71	152.72	3677.04	20406.87	0	0	0	0	0	0	61.24	18.18	92.57	124.61	3322.99	19042.72	0	0	0	0	0	0	31.92	8.97	59.62	14.25	272.58	1358.67	0	0	0	0	0	0	106.75	4.27	28.51	11.17	81.22	5.48	0	0	0	0	0	0	942.87	0.39	4.5	2.69	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	11	50.92	39.47	29.84	20.45	0	0.09	16.31	22.77	4	11.9	4.54	1	2	0	0	0	2	3	201	12	104.72	11	0	no-action
1520	xNG_E_B,N,S,H,W,L,0,5	974.0	0.0	NG	E	B	N	S	H	W	L	0	5					good	W_L_NG_E_0	4	12	115	350	33.7	9.83	29	0	917.56	12.27	67.02	160.1	3870.06	21533.04	0	0	0	0	0	0	61.26	18.62	94.55	131.81	3514.28	20335.54	0	0	0	0	0	0	31.61	8.77	55.34	13.47	243.2	1170.71	0	0	0	0	0	0	99.37	4.64	29.72	12.26	112.56	26.78	0	0	0	0	0	0	725.32	0.46	5.65	2.56	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	12	52.68	40.03	31.16	21.78	0	0.1	14.61	23.11	4	13.77	7.25	1	2	0	1	0	2	3	201	12	114.83	12	0	no-action
1521	xNG_E_B,N,S,H,W,M,0,1	206.0	0.0	NG	E	B	N	S	H	W	M	0	1					good	W_M_NG_E_0	0	8	73	306	26.56	7.68	10	0	1614.81	9.69	55.02	116.1	1925.77	10097.74	0	0	0	0	0	0	49.73	14.54	74.07	61.03	1353.03	7214.77	0	0	0	0	0	0	87.75	8.88	52.11	38.38	572.74	2882.97	0	0	0	0	0	0	117.62	4.65	31.59	14.6	0	0	0	0	0	0	0	0	1359.71	0.26	2.84	2.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	8	55.74	33.19	12.28	4.13	0	0.1	132.35	20.31	2	8.42	2	0	2	0	0	0	2	3	201	13	72.5	8	0	no-action
1522	xNG_E_B,N,S,H,W,M,0,2	206.0	0.0	NG	E	B	N	S	H	W	M	0	2					good	W_M_NG_E_0	1	9	84	324	30.57	8.27	15	0	1435.29	10.32	58.23	130.19	2556.02	12500.02	0	0	0	0	0	0	69.31	14.64	74.9	86.13	1972.69	10179.46	0	0	0	0	0	0	62.11	8.9	55.58	27.27	481.31	2304.04	0	0	0	0	0	0	103.5	4.86	32.04	14.27	102.02	16.52	0	0	0	0	0	0	1200.37	0.31	3.66	2.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	9	56.56	39.3	16.7	5.06	0	0.1	62.17	19.42	2	16.27	2.12	1	2	0	1	0	2	3	201	13	83.6	9	0	no-action
1523	xNG_E_B,N,S,H,W,M,0,3	206.0	0.0	NG	E	B	N	S	H	W	M	0	3					good	W_M_NG_E_0	2	10	94	370	33.58	8.48	20	0	1992.93	11.06	63.99	147.07	3161.3	15985.88	0	0	0	0	0	0	79.59	15.17	80.97	106.28	2586.71	13613.07	0	0	0	0	0	0	60.03	8.92	57.42	26.53	488.72	2366.43	0	0	0	0	0	0	91.39	4.6	31.44	11.33	85.87	6.39	0	0	0	0	0	0	1761.92	0.27	3.09	2.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	10	57.64	44.03	25.23	7.49	0	0.1	25.7	20.65	4	19.89	2.15	1	2	0	1	0	2	3	201	12	94.15	10	0	no-action
1524	xNG_E_B,N,S,H,W,M,0,4	206.0	0.0	NG	E	B	N	S	H	W	M	0	4					good	W_M_NG_E_0	3	11	104	378	35.35	8.63	23	0	1460.73	11.83	68.84	159.88	3682.67	18960.26	0	0	0	0	0	0	81.34	15.89	86	119.38	3086.9	16545.43	0	0	0	0	0	0	58.66	8.95	58.78	26.05	497.96	2413.57	0	0	0	0	0	0	101.05	4.38	29.51	11.39	97.6	1.25	0	0	0	0	0	0	1219.68	0.37	5.02	3.06	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	11	59.73	46	29.72	11	0	0.1	0.47	21.44	4	22.93	2.91	1	2	0	1	0	2	3	201	12	104.17	11	0	no-action
1525	xNG_E_B,N,S,H,W,M,0,5	206.0	0.0	NG	E	B	N	S	H	W	M	0	5					good	W_M_NG_E_0	4	12	114	375	34.76	8.85	24	0	1120.83	12.07	70.07	165.11	3967.19	20771.62	0	0	0	0	0	0	81.91	16.33	89.27	127.58	3432.52	18706.4	0	0	0	0	0	0	52.85	8.85	57.49	22.9	428.37	2062.69	0	0	0	0	0	0	108.33	4.23	28.37	11.34	106.16	2.53	0	0	0	0	0	0	877.73	0.53	6.84	3.28	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	12	60.97	46.5	31.6	15.93	0	0.1	0	20.52	4	23.85	3.75	1	2	0	1	0	2	3	201	12	114.12	12	0	no-action
1526	xNG_E_B,N,S,H,W,P,0,1	113.0	0.0	NG	E	B	N	S	H	W	P	0	1					good	W_P_NG_E_0	0	4	34	326	27.27	4.66	7	0	1931.44	6.75	37.03	121.57	927.53	4627.02	0	0	0	0	0	0	8.48	12.02	55.03	6.76	112.28	501.37	0	0	0	0	0	0	121.69	8.36	48.51	47.09	706.25	3494.48	0	0	0	0	0	0	448.87	4.79	29.52	58.92	109	631.17	0	0	0	0	0	0	1352.4	0.74	7.21	8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	59.33	8.34	0	0	0	0.13	41.34	19.14	2	0	0	0	1	2	0	0	2	2	201	20	34	4	0	no-action
1527	xNG_E_B,N,S,H,W,P,0,2	113.0	0.0	NG	E	B	N	S	H	W	P	0	2					good	W_P_NG_E_0	1	5	43	375	47.42	5.43	9	0	1887.57	7.65	43.39	142.4	2060.48	8003.09	0	0	0	0	0	0	38.03	12.7	63.65	34.28	693.76	3309.56	0	0	0	0	0	0	126.1	8.56	50.99	51.14	892.1	4149.11	0	0	0	0	0	0	344.33	4.98	31.09	49.37	474.62	544.42	0	0	0	0	0	0	1379.12	0.63	6.56	7.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	5	68.84	23.28	3.32	1.5	0	0.17	68.75	12.31	2	4.05	0	1	2	2	0	2	2	2	201	20	43.44	5	0	no-action
1528	xNG_E_B,N,S,H,W,P,0,3	113.0	0.0	NG	E	B	N	S	H	W	P	0	3					good	W_P_NG_E_0	2	6	53	371	45.29	6.04	11	0	1384.88	8.29	47.03	150.71	2416.87	9972.79	0	0	0	0	0	0	46.83	13.59	69.23	48.49	1053.91	5158.39	0	0	0	0	0	0	156.13	8.44	46.59	61.63	1019.34	4431.23	0	0	0	0	0	0	253.17	4.83	32.25	34.19	343.61	383.17	0	0	0	0	0	0	928.75	0.76	7.94	6.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	6	69.63	28.01	7.43	1.04	0	0.16	32.41	13.04	2	10.03	0.24	1	2	0	0	2	2	2	201	20	53.36	6	0	no-action
1529	xNG_E_B,N,S,H,W,P,0,4	113.0	0.0	NG	E	B	N	S	H	W	P	0	4					good	W_P_NG_E_0	3	7	63	395	47.88	6.99	12	0	1156.76	9.08	51.06	170.63	3036.64	13399.07	0	0	0	0	0	0	76.55	13.46	65.94	78.7	1711.47	8455.46	0	0	0	0	0	0	142.95	8.7	50.36	59.99	1035.46	4677.8	0	0	0	0	0	0	208.08	4.75	32.34	27.37	289.68	265.81	0	0	0	0	0	0	729.18	0.72	7.73	4.57	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	7	72	40.42	12.76	1.83	0	0.18	22.86	12.06	4	17.95	0.48	1	2	0	0	2	2	3	201	13	63.42	7	0	no-action
1530	xNG_E_B,N,S,H,W,P,0,5	113.0	0.0	NG	E	B	N	S	H	W	P	0	5					good	W_P_NG_E_0	4	8	73	393	48.12	8	12	0	911.42	10.01	55.14	180.79	3532.89	16322.61	0	0	0	0	0	0	94.86	14.06	70.04	106.47	2412.36	12073.59	0	0	0	0	0	0	117.77	8.84	52.35	51.06	917.72	4087.95	0	0	0	0	0	0	148.69	4.81	32.38	19.8	202.82	161.07	0	0	0	0	0	0	550.11	0.73	7.9	3.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	8	71.12	49.59	20.27	5.21	0	0.17	2.83	13.58	5	30.96	0.73	1	2	0	0	0	2	3	201	13	73.42	8	0	no-action
1531	xNG_E_B,N,S,H,W,S,0,1	215.0	0.0	NG	E	B	N	S	H	W	S	0	1					good	W_S_NG_E_0	0	2	13	42	4.02	2.62	6	0	1139.02	6.76	30.95	12.32	52.92	312.4	0	0	0	0	0	0	0.5	24.47	119.67	1.64	46.6	277.6	0	0	0	0	0	0	3.01	7.3	29	0.88	6.32	34.8	0	0	0	0	0	0	36.02	4	19.51	3.45	0	0	0	0	0	0	0	0	1099.49	0.58	3.86	6.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	9.91	0.48	0.48	0.48	0	0.07	18.37	29.1	4	3.01	0	0	1	1	0	1	1	1	201	30	13.17	2	0	no-action
1532	xNG_E_B,N,S,H,W,S,0,2	215.0	0.0	NG	E	B	N	S	H	W	S	0	2					good	W_S_NG_E_0	1	3	24	138	17.24	4.04	7	0	1577.41	7.02	37.75	42.51	416.3	1097.82	0	0	0	0	0	0	5.55	12.54	54.21	5.16	96.12	480.41	0	0	0	0	0	0	28.94	8.14	40.03	10.61	135.6	602.58	0	0	0	0	0	0	196.41	4.39	26.39	22.17	184.58	14.82	0	0	0	0	0	0	1346.5	0.47	6.25	4.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	35.92	4.38	0.41	0.41	0	0.11	66.61	17.03	2	1.31	0.01	1	1	0	1	0	1	2	201	30	24.14	3	0	no-action
1533	xNG_E_B,N,S,H,W,S,0,3	215.0	0.0	NG	E	B	N	S	H	W	S	0	3					good	W_S_NG_E_0	2	4	34	297	39.24	5.04	7	0	2084.66	8.3	43.31	101.32	1340.03	4756.04	0	0	0	0	0	0	42.27	12.15	58.49	34.75	646.01	3048.46	0	0	0	0	0	0	68.91	8.64	43.81	28.41	367.49	1625.35	0	0	0	0	0	0	311.15	4.14	28.89	31.65	326.52	82.24	0	0	0	0	0	0	1662.33	0.5	6.44	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	60.81	21.97	2.19	0.35	0	0.24	36.44	11.6	4	0.39	0.07	1	1	0	1	0	2	3	201	13	34.14	4	0	no-action
1534	xNG_E_B,N,S,H,W,S,0,4	215.0	0.0	NG	E	B	N	S	H	W	S	0	4					good	W_S_NG_E_0	3	5	44	403	52.43	6.16	7	0	2003.53	8.99	46.47	151.43	2314.69	9415.55	0	0	0	0	0	0	67.88	13.45	60.67	68.6	1297.4	6074.65	0	0	0	0	0	0	108.54	8.6	47.31	44.56	674.43	3201.67	0	0	0	0	0	0	281.13	4.51	31.17	32.61	342.24	139.23	0	0	0	0	0	0	1545.98	0.51	6.57	5.65	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	5	72.82	38.21	5.97	0.27	0	0.23	13.34	12.13	5	6.07	0.14	1	2	0	1	0	2	3	201	13	44.14	5	0	no-action
1535	xNG_E_B,N,S,H,W,S,0,5	215.0	0.0	NG	E	B	N	S	H	W	S	0	5					good	W_S_NG_E_0	4	6	54	441	58.71	7.23	7	0	1464.19	9.23	48.95	182.62	3179.42	13658.31	0	0	0	0	0	0	90.76	14.58	65.45	108.56	2213.77	10827.98	0	0	0	0	0	0	94.16	8.55	48.19	38.33	624.03	2720.68	0	0	0	0	0	0	189.06	5.26	33.86	29.77	341.09	109.66	0	0	0	0	0	0	1090.21	0.66	7.97	5.96	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	6	75.91	50.5	23.48	1.99	0	0.19	0	13.69	5	19.93	0.18	1	2	0	1	0	2	3	201	12	54.14	6	0	no-action
1551	xNG_E_B,R,N,C,W,S,0,1	163.0	0.0	NG	E	B	R	N	C	W	S	0	1					good	W_S_NG_E_0	0	2	13	42	4.02	2.62	6	0	1139.02	6.76	30.95	12.32	52.92	312.4	0	0	0	0	0	0	0.5	24.47	119.67	1.64	46.6	277.6	0	0	0	0	0	0	3.01	7.3	29	0.88	6.32	34.8	0	0	0	0	0	0	36.02	4	19.51	3.45	0	0	0	0	0	0	0	0	1099.49	0.58	3.86	6.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	9.91	0.48	0.48	0.48	0	0.07	18.37	29.1	4	3.01	0	0	1	1	0	1	1	1	201	30	13.17	2	0	no-action
1552	xNG_E_B,R,N,C,W,S,0,2	163.0	0.0	NG	E	B	R	N	C	W	S	0	2					good	W_S_NG_E_0	1	3	24	138	17.24	4.04	7	0	1577.41	7.02	37.75	42.51	416.3	1097.82	0	0	0	0	0	0	5.55	12.54	54.21	5.16	96.12	480.41	0	0	0	0	0	0	28.94	8.14	40.03	10.61	135.6	602.58	0	0	0	0	0	0	196.41	4.39	26.39	22.17	184.58	14.82	0	0	0	0	0	0	1346.5	0.47	6.25	4.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	35.92	4.38	0.41	0.41	0	0.11	66.61	17.03	2	1.31	0.01	1	1	0	1	0	1	2	201	30	24.14	3	0	no-action
1553	xNG_E_B,R,N,C,W,S,0,3	163.0	0.0	NG	E	B	R	N	C	W	S	0	3					good	W_S_NG_E_0	2	4	34	297	39.24	5.04	7	0	2084.66	8.3	43.31	101.32	1340.03	4756.04	0	0	0	0	0	0	42.27	12.15	58.49	34.75	646.01	3048.46	0	0	0	0	0	0	68.91	8.64	43.81	28.41	367.49	1625.35	0	0	0	0	0	0	311.15	4.14	28.89	31.65	326.52	82.24	0	0	0	0	0	0	1662.33	0.5	6.44	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	60.81	21.97	2.19	0.35	0	0.24	36.44	11.6	4	0.39	0.07	1	1	0	1	0	2	3	201	13	34.14	4	0	no-action
1554	xNG_E_B,R,N,C,W,S,0,4	163.0	0.0	NG	E	B	R	N	C	W	S	0	4					good	W_S_NG_E_0	3	5	44	403	52.43	6.16	7	0	2003.53	8.99	46.47	151.43	2314.69	9415.55	0	0	0	0	0	0	67.88	13.45	60.67	68.6	1297.4	6074.65	0	0	0	0	0	0	108.54	8.6	47.31	44.56	674.43	3201.67	0	0	0	0	0	0	281.13	4.51	31.17	32.61	342.24	139.23	0	0	0	0	0	0	1545.98	0.51	6.57	5.65	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	5	72.82	38.21	5.97	0.27	0	0.23	13.34	12.13	5	6.07	0.14	1	2	0	1	0	2	3	201	13	44.14	5	0	no-action
1555	xNG_E_B,R,N,C,W,S,0,5	163.0	0.0	NG	E	B	R	N	C	W	S	0	5					good	W_S_NG_E_0	4	6	54	441	58.71	7.23	7	0	1464.19	9.23	48.95	182.62	3179.42	13658.31	0	0	0	0	0	0	90.76	14.58	65.45	108.56	2213.77	10827.98	0	0	0	0	0	0	94.16	8.55	48.19	38.33	624.03	2720.68	0	0	0	0	0	0	189.06	5.26	33.86	29.77	341.09	109.66	0	0	0	0	0	0	1090.21	0.66	7.97	5.96	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	6	75.91	50.5	23.48	1.99	0	0.19	0	13.69	5	19.93	0.18	1	2	0	1	0	2	3	201	12	54.14	6	0	no-action
